hand1,hand2,table1,table2,table3,table4,table5,numPlayers,position,playerChips,action,rank
7c,2d,4s,9c,5s,3d,6d,2,2,56,r,1485177
2h,Kh,4s,9c,5s,3d,6d,2,1,345,c,1485176
Kd,9c,Qd,Ts,8d,Kc,Th,6,1,190,k,744559
Tc,Js,Qd,Ts,8d,Kc,Th,6,4,426,b,1115384
Kd,9c,Qd,Ts,8d,Kc,Th,6,1,190,c,744559
Ad,5c,7d,2s,4s,3c,9s,6,2,51,k,1485175
Jd,Jc,7d,2s,4s,3c,9s,6,5,68,b,392316
Ad,5c,7d,2s,4s,3c,9s,6,2,51,c,1485175
Kc,3d,Qh,Kh,7d,6c,8c,5,2,594,k,397233
Tc,Th,Qh,Kh,7d,6c,8c,5,5,72,k,390864
Jd,Jh,6s,6c,Kc,Ah,Th,5,1,64,k,744171
Ac,8c,6s,6c,Kc,Ah,Th,5,2,504,k,744677
Jc,Jh,2d,2c,9d,7d,5d,7,5,31,k,744114
Ah,Th,2d,2c,9d,7d,5d,7,7,8,k,373432
Qh,Ac,8s,Tc,9d,4s,6c,7,5,49,k,366151
Qs,Ks,8s,Tc,9d,4s,6c,7,6,61,k,337590
Kh,Qs,Ks,5d,Th,6c,4c,7,3,91,k,397258
Jh,Kc,Ks,5d,Th,6c,4c,7,5,22,k,397089
4h,Jh,Qh,Jc,4s,7c,3s,7,2,47,b,744143
Kc,Qd,Qh,Jc,4s,7c,3s,7,3,19,c,395244
Ts,Qh,3s,9c,Th,2h,4h,8,1,309,k,390652
Qd,Kc,3s,9c,Th,2h,4h,8,3,75,k,337586
2h,Ah,8c,6h,2d,Th,5d,8,2,277,k,373431
As,Kh,8c,6h,2d,Th,5d,8,4,295,k,368333
Td,5d,8c,Kh,Qc,8d,2c,8,1,2309,k,386472
Ac,4d,8c,Kh,Qc,8d,2c,8,2,909,k,386656
Kd,Kh,4s,Th,Kc,6s,9s,8,2,184,k,1115849
Ac,Td,4s,Th,Kc,6s,9s,8,4,1866,k,391047
6s,Kc,As,5s,5d,6d,4c,8,1,43,k,743313
Jh,6c,As,5s,5d,6d,4c,8,2,533,k,743313
7d,Jd,As,5s,5d,6d,4c,8,6,49,k,380034
8h,8c,As,5s,5d,6d,4c,8,8,502,k,743651
Ac,Kd,3d,3h,7c,8c,8s,8,1,174,k,743625
Kc,Qc,3d,3h,7c,8c,8s,8,3,199,k,743624
Th,Ad,3d,3h,7c,8c,8s,8,4,41,k,743625
Kd,Jd,4h,9d,7d,8h,5s,8,5,142,k,335210
3d,3s,4h,9d,7d,8h,5s,8,8,58,k,374756
9h,8h,Ad,3c,6h,9s,Jc,8,1,37,k,388823
4s,5h,Ad,3c,6h,9s,Jc,8,2,45,k,363743
8c,Ah,Ad,3c,6h,9s,Jc,8,8,181,k,399275
4h,5d,7s,6h,4s,8d,9h,8,2,277,k,1485179
Qs,Ah,7s,6h,4s,8d,9h,8,3,24,k,365968
Td,Jc,Qd,Ac,7h,5h,5c,6,3,151,k,380051
Ks,Kd,Qd,Ac,7h,5h,5c,6,5,160,k,744496
7d,5d,2s,6s,8s,Td,2h,6,1,1084,k,372728
9s,Qh,2s,6s,8s,Td,2h,6,2,93,k,373094
4h,3h,2s,6s,8s,Td,2h,6,4,456,k,372727
5c,5s,2s,6s,8s,Td,2h,6,6,126,k,743101
Jd,Jh,2d,Qs,8c,5s,Qh,3,1,97,k,744399
3c,Qd,2d,Qs,8c,5s,Qh,3,2,20,b,1115650
Jd,Jh,2d,Qs,8c,5s,Qh,3,1,97,c,744399
Qs,Ac,Ts,2h,5h,6s,3d,3,1,20,k,366109
Ad,Th,Ts,2h,5h,6s,3d,3,3,97,k,390952
4s,Kc,7h,6c,4h,Ts,7c,5,1,51,k,743468
5s,5h,7h,6c,4h,Ts,7c,5,5,366,k,743478
Kh,7c,Ac,2h,Js,Th,7h,4,1,128,k,384458
Ks,3h,Ac,2h,Js,Th,7h,4,2,1732,k,368529
4h,4s,Ac,2h,Js,Th,7h,4,3,679,k,377840
Kd,2h,2d,3c,6h,8c,5c,4,2,776,k,373234
Qd,Th,2d,3c,6h,8c,5c,4,3,266,k,304255
3c,2c,9h,5c,7c,8c,Qh,4,2,33,k,2039336
Qc,Td,9h,5c,7c,8c,Qh,4,4,247,b,394712
3c,2c,9h,5c,7c,8c,Qh,4,2,33,c,2039336
9c,Th,Ts,3c,7s,2c,4s,3,1,27,k,390119
4h,Ad,Ts,3c,7s,2c,4s,3,2,364,k,377824
Jd,Jh,3h,6c,9h,Th,4c,3,1,14,k,392513
9s,3d,3h,6c,9h,Th,4c,3,2,5,k,743790
Js,Ac,Qd,5s,Qc,Qs,5h,4,2,16,k,2227891
Jd,Kh,Qd,5s,Qc,Qs,5h,4,4,84,k,2227891
4d,4s,Ad,3d,3h,8c,Ah,4,1,53,b,744646
Jc,6c,Ad,3d,3h,8c,Ah,4,4,64,c,744636
7d,6d,Jc,8h,Ts,Ac,5c,4,1,689,k,363940
Qs,4h,Jc,8h,Ts,Ac,5c,4,2,159,k,366333
Kc,8c,Jc,8h,Ts,Ac,5c,4,4,1666,k,2224966
9s,8h,2d,2h,6d,Ac,3s,3,2,183,k,373418
Ks,4s,2d,2h,6d,Ac,3s,3,3,152,k,373468
Ac,Th,Td,6s,4c,7c,Qc,3,2,0,k,391032
3s,5s,Td,6s,4c,7c,Qc,3,3,4,b,1485177
Ac,Th,Td,6s,4c,7c,Qc,3,2,0,c,391032
Jc,8c,Ac,7h,Qs,3s,2s,3,1,78,k,366306
9d,4c,Ac,7h,Qs,3s,2s,3,2,1020,k,365952
8h,Qs,Ah,2h,8s,2s,7h,4,1,13,k,743612
6h,Kh,Ah,2h,8s,2s,7h,4,2,193,b,2224261
8h,Qs,Ah,2h,8s,2s,7h,4,1,13,c,743612
Kd,3d,3c,4h,7d,9d,As,3,1,525,k,375668
5h,8c,3c,4h,7d,9d,As,3,2,89,k,359193
3h,8h,7d,8d,7c,6s,8c,3,2,72,k,2227841
Jc,3c,7d,8d,7c,6s,8c,3,3,1051,k,743674
8s,2c,4h,2h,5d,9c,As,4,2,76,k,373418
7s,Js,4h,2h,5d,9c,As,4,4,870,k,363756
8h,9d,3c,Jh,4d,Ad,5h,4,1,1226,k,363769
Tc,Kd,3c,Jh,4d,Ad,5h,4,2,1015,k,368527
7d,9c,Jh,5s,Ad,Ac,As,6,2,64,k,1116031
5h,Kh,Jh,5s,Ad,Ac,As,6,4,37,k,2227917
Kc,Ks,2h,Jh,2c,9h,6c,6,2,1,k,744454
Qc,Qh,2h,Jh,2c,9h,6c,6,6,2,k,744285
9h,Kc,Ks,9d,8s,7d,Ts,5,4,16,k,744544
2s,3s,Ks,9d,8s,7d,Ts,5,5,9,b,2189239
9h,Kc,Ks,9d,8s,7d,Ts,5,4,16,c,744544
6c,9d,Qs,9s,2s,Ks,9c,5,1,95,k,1115215
8c,7d,Qs,9s,2s,Ks,9c,5,2,911,k,388667
6h,7h,Qs,9s,2s,Ks,9c,5,3,769,k,388666
8h,Qc,As,4h,5d,8c,9c,4,2,21,k,386640
Ad,8s,As,4h,5d,8c,9c,4,4,14,b,744699
8h,Qc,As,4h,5d,8c,9c,4,2,21,c,386640
7d,6s,7h,5d,As,5c,3s,3,2,109,k,743482
6d,Ad,7h,5d,As,5c,3s,3,3,14,k,744658
2h,7d,6s,Tc,Ac,7c,9h,3,2,16,k,384417
5h,As,6s,Tc,Ac,7c,9h,3,3,18,k,399105
Ts,6h,5s,Ah,4c,Jh,9d,3,1,127,k,363952
6s,5h,5s,Ah,4c,Jh,9d,3,2,148,k,380036
6c,3c,Ah,Js,Jd,5c,Kc,2,1,128,k,393241
4s,8h,Ah,Js,Jd,5c,Kc,2,2,148,k,393243
7c,8h,8d,5c,Td,7h,Ts,2,1,62,k,744021
Ac,2c,8d,5c,Td,7h,Ts,2,2,56,b,390980
7c,8h,8d,5c,Td,7h,Ts,2,1,62,c,744021
Ah,3s,6d,7h,Qs,6h,8d,2,1,130,k,382245
9d,Kh,6d,7h,Qs,6h,8d,2,2,146,k,382077
9d,8c,Ac,2c,Kh,9c,Qs,3,1,145,k,388853
Jh,6d,Ac,2c,Kh,9c,Qs,3,2,391,k,368713
2d,2s,2c,4s,Jc,Jd,6d,3,2,0,b,2227767
Js,6s,2c,4s,Jc,Jd,6d,3,3,0,r,2227879
2d,2s,2c,4s,Jc,Jd,6d,3,2,0,c,2227767
Ah,2h,3h,Kd,5d,2c,Jh,3,2,6,k,373473
Qd,Ac,3h,Kd,5d,2c,Jh,3,3,28,k,368709
Jh,3h,5c,Ah,7c,7h,4d,3,1,219,k,384426
3s,Kc,5c,Ah,7c,7h,4d,3,2,391,k,384452
8d,8c,Kh,4c,5s,Th,Kd,2,1,97,k,744531
6s,7c,Kh,4c,5s,Th,Kd,2,2,21,k,396881
Kh,Qs,2c,5d,9d,Js,3c,2,1,7,k,337756
4d,2d,2c,5d,9d,Js,3c,2,2,36,k,372908
8c,Qc,2c,5c,2h,8h,3c,2,1,2,k,2155777
2d,Ac,2c,5c,2h,8h,3c,2,2,0,b,1114041
8c,Qc,2c,5c,2h,8h,3c,2,1,2,c,2155777
2d,Ac,2c,5c,2h,8h,3c,2,2,0,A,1114041
2d,Qd,6d,3s,8c,8h,8d,3,2,496,k,1115027
Kc,Qs,6d,3s,8c,8h,8d,3,3,318,k,1115046
Qd,As,9c,Kh,3d,Td,6c,3,1,366,k,368700
9s,Jd,9c,Kh,3d,Td,6c,3,2,235,k,388656
4h,4s,9c,Kh,3d,Td,6c,3,3,2347,k,377657
Jc,9c,Ks,Kc,9d,7d,5h,3,1,168,k,744545
Jd,Ad,Ks,Kc,9d,7d,5h,3,3,1079,k,397612
Jd,Qs,7h,5s,6s,8h,Jc,4,1,168,k,392839
Th,Ad,7h,5s,6s,8h,Jc,4,4,1078,k,363940
Qc,Ac,5c,5s,Jc,9h,Kh,5,1,161,b,380065
8s,Jh,5c,5s,Jc,9h,Kh,5,3,222,c,744157
Jd,Ts,7d,8c,Js,2s,Qd,5,4,39,k,392866
Ac,Ah,7d,8c,Js,2s,Qd,5,5,6,b,399470
Jd,Ts,7d,8c,Js,2s,Qd,5,4,39,c,392866
Ks,As,Jc,2d,9h,Jh,4h,5,3,109,k,393244
9s,Ah,Jc,2d,9h,Jh,4h,5,5,163,k,744210
Kh,3c,5h,9s,As,3d,Jh,5,1,1521,k,375670
2s,Jd,5h,9s,As,3d,Jh,5,2,912,k,393188
Kh,2c,8h,Td,Ks,6h,Tc,4,2,3134,k,744555
Ac,4h,8h,Td,Ks,6h,Tc,4,3,537,k,391046
2h,2c,3s,7s,Kd,Qd,4c,5,1,178,k,373287
6d,8s,3s,7s,Kd,Qd,4c,5,2,1146,k,337224
Ah,Td,3s,7s,Kd,Qd,4c,5,3,681,k,368698
Ac,8c,Qd,7d,Kc,Jd,4d,5,1,1145,k,368712
Ah,3s,Qd,7d,Kc,Jd,4d,5,2,680,k,368711
6s,6c,Qd,7d,Kc,Jd,4d,5,3,65,k,382079
Qc,Qh,3h,5d,4c,Qd,Qs,5,1,41,k,2599184
Jh,Kc,3h,5d,4c,Qd,Qs,5,3,62,k,395242
Js,9c,5d,9d,2s,7s,Qd,5,1,13,k,388484
Tc,9s,5d,9d,2s,7s,Qd,5,2,81,k,388471
As,8c,Ah,5s,2c,Jc,Tc,5,1,137,k,399288
Ks,Td,Ah,5s,2c,Jc,Tc,5,5,23,k,391049
8c,Qd,Qh,5s,Ac,4d,8d,5,1,27,b,744366
4s,As,Qh,5s,Ac,4d,8d,5,2,16,c,744650
Kc,Jd,Qh,3c,9c,7h,4h,5,3,7,b,337758
6d,5d,Qh,3c,9c,7h,4h,5,4,46,c,1485177
Jd,6h,8s,8d,3h,9s,Ad,5,2,197,k,386627
7d,2d,8s,8d,3h,9s,Ad,5,3,1277,k,386599
8h,9d,7d,6c,4s,9s,Th,5,1,6,b,1485180
8s,8c,7d,6c,4s,9s,Th,5,2,1,r,1485180
8h,9d,7d,6c,4s,9s,Th,5,1,6,c,1485180
Qs,9d,4d,2h,Ac,7s,7h,4,2,1265,k,384443
Jd,9c,4d,2h,Ac,7s,7h,4,4,87,k,384430
Ac,9d,7c,Tc,Jh,4h,Js,5,2,129,k,393205
8d,5s,7c,Tc,Jh,4h,Js,5,4,985,k,392501
3d,3c,7c,Tc,Jh,4h,Js,5,5,619,k,744128
4d,6d,6c,Ad,8h,2d,Tc,5,1,12,k,382219
Qc,As,6c,Ad,8h,2d,Tc,5,2,80,b,399457
4d,6d,6c,Ad,8h,2d,Tc,5,1,12,c,382219
Kc,Kh,Ah,Jh,6d,Qd,2d,5,1,38,k,397627
7s,Ac,Ah,Jh,6d,Qd,2d,5,5,61,b,399469
Kc,Kh,Ah,Jh,6d,Qd,2d,5,1,38,c,397627
Jh,Td,2h,2s,4h,7h,3s,5,1,100,k,372923
8c,Kh,2h,2s,4h,7h,3s,5,2,193,k,373235
4s,3c,Td,Js,2c,9d,8h,7,2,73,k,275888
3s,4d,Td,Js,2c,9d,8h,7,4,989,k,275888
7h,Ad,Td,Js,2c,9d,8h,7,6,690,k,1485181
7d,Ac,Qs,Ah,7c,7s,7h,7,4,75,b,2599128
Jh,As,Qs,Ah,7c,7s,7h,7,6,83,c,2227835
6s,8s,3c,6c,7c,8h,Js,7,6,69,b,743661
5c,Jc,3c,6c,7c,8h,Js,7,7,43,c,2125215
Qc,Ad,Ah,Kh,8s,Ks,4d,7,4,6,k,744767
7h,Ac,Ah,Kh,8s,Ks,4d,7,6,95,k,744763
7s,7c,Qc,9d,7d,6h,Jc,6,3,1,b,1114863
Kd,Td,Qc,9d,7d,6h,Jc,6,4,17,r,1485183
7s,7c,Qc,9d,7d,6h,Jc,6,3,1,c,1114863
Jc,7c,5s,6c,Jd,7s,3s,6,2,291,b,744176
7h,9h,5s,6c,Jd,7s,3s,6,6,19,c,383894
4d,2d,4c,Ad,Ah,9s,3d,7,1,139,k,744647
5c,5h,4c,Ad,Ah,9s,3d,7,7,528,k,744660
Jd,Ac,4s,Ad,Kh,6d,2s,7,1,34,k,399637
Jh,As,4s,Ad,Kh,6d,2s,7,7,33,k,399637
9c,Jc,Ts,3s,5c,Kc,2c,7,3,39,k,2191631
Td,Ks,Ts,3s,5c,Kc,2c,7,5,66,k,744552
Qh,Kc,Ks,Kd,5c,5h,7d,7,1,429,b,2227904
9d,7c,Ks,Kd,5c,5h,7d,7,6,26,c,744517
Kh,Kd,4c,8d,2c,Qd,5s,7,3,9,k,397231
Ac,Ad,4c,8d,2c,Qd,5s,7,4,1,b,399428
Kh,Kd,4c,8d,2c,Qd,5s,7,3,9,c,397231
Ah,Jh,Ad,4d,5d,Ac,8c,7,1,5,k,1116030
Jd,Qd,Ad,4d,5d,Ac,8c,7,4,22,b,2222729
Ah,Jh,Ad,4d,5d,Ac,8c,7,1,5,c,1116030
Qs,Kd,Tc,Qd,Jc,2s,Qc,7,3,15,b,1115721
Jh,Td,Tc,Qd,Jc,2s,Qc,7,7,3,c,744401
Ks,Js,5c,Kc,6s,Tc,9c,8,1,40,k,397092
6h,Ac,5c,Kc,6s,Tc,9c,8,2,39,b,2224810
Ks,Js,5c,Kc,6s,Tc,9c,8,1,40,c,397092
5c,5s,9s,Qs,2c,3c,2d,8,1,210,b,743103
8s,8d,9s,Qs,2c,3c,2d,8,6,21,c,743610
8d,Qs,Ad,9d,4h,4d,6c,8,1,724,k,377852
5d,5h,Ad,9d,4h,4d,6c,8,2,137,k,743131
Jc,Kd,Ad,9d,4h,4d,6c,8,4,402,k,377867
3s,3d,2h,3h,9s,8c,8h,8,3,11,b,2227777
Jh,9c,2h,3h,9s,8c,8h,8,6,14,c,743856
9h,9d,3d,8c,5h,Qh,6h,9,2,24,b,388444
Jd,Js,3d,8c,5h,Qh,6h,9,8,42,c,392838
Kh,Kd,Tc,8s,2s,7c,4s,9,1,0,b,396895
Ts,Ks,Tc,8s,2s,7c,4s,9,7,0,c,2189252
Kh,Kd,Tc,8s,2s,7c,4s,9,1,0,A,396895
Ts,Ks,Tc,8s,2s,7c,4s,9,7,0,A,2189252
9h,9c,7d,6h,2d,Js,4h,7,4,34,b,388262
Kh,7h,7d,6h,2d,Js,4h,7,7,10,c,384258
Kc,8d,8s,9s,Jc,Qs,4s,8,1,70,k,386473
Kh,Th,8s,9s,Jc,Qs,4s,8,6,291,k,1485183
7s,4d,9c,8s,6h,9h,Jc,8,2,1663,k,388276
Ac,2c,9c,8s,6h,9h,Jc,8,4,185,k,388823
Kc,Jh,9c,8s,6h,9h,Jc,8,7,124,k,744209
Jd,9c,6c,2h,As,Td,5d,8,2,260,k,363952
Kd,Jh,6c,2h,As,Td,5d,8,3,185,k,368528
7c,7d,6c,2h,As,Td,5d,8,7,155,k,384414
4d,Kc,8d,Kh,3h,7s,5h,8,1,208,k,396542
Jd,3s,8d,Kh,3h,7s,5h,8,2,730,k,375472
2c,Ac,8d,Kh,3h,7s,5h,8,8,292,k,367981
Kc,Tc,3c,Qc,9h,Td,Kd,8,6,15,k,744559
Qd,Ad,3c,Qc,9h,Td,Kd,8,7,10,k,395442
Kd,Qc,7d,5d,Jd,7h,3d,9,5,4,b,2191294
Jh,Qd,7d,5d,Jd,7h,3d,9,9,0,c,2162733
Jh,Qd,7d,5d,Jd,7h,3d,9,9,0,A,2162733
4s,Ah,Th,5h,2c,9s,Ts,7,1,1169,k,390991
6c,7d,Th,5h,2c,9s,Ts,7,2,139,k,390121
Jc,Qh,Th,5h,2c,9s,Ts,7,6,119,k,390683
3h,Ac,Th,5h,2c,9s,Ts,7,7,109,k,390991
4d,Ah,Qh,4s,Qd,7d,2d,7,1,300,b,744314
7c,Ac,Qh,4s,Qd,7d,2d,7,6,233,c,744353
Ts,Js,2c,Ks,7s,Qd,7h,7,3,9,k,384276
Kc,Jh,2c,Ks,7s,Qd,7h,7,5,88,k,744520
7h,Qh,5h,Ad,Kc,2h,5s,7,3,654,k,380065
3h,6h,5h,Ad,Kc,2h,5s,7,7,323,k,380059
Js,Kc,Kh,2d,6s,5c,9h,7,1,60,k,397076
Qh,Kd,Kh,2d,6s,5c,9h,7,3,77,b,397245
Js,Kc,Kh,2d,6s,5c,9h,7,1,60,c,397076
Qs,Jd,2d,2c,5c,Tc,3d,8,1,177,k,373108
Ac,3s,2d,2c,5c,Tc,3d,8,2,75,k,742767
9h,8d,2d,2c,5c,Tc,3d,8,5,727,k,372742
Tc,Qd,Kc,Ts,9c,4c,Jh,8,2,10,b,1485183
Qs,9d,Kc,Ts,9c,4c,Jh,8,8,7,c,1485183
7c,Tc,Td,2h,9s,7h,5d,8,1,1,b,744010
8d,Jh,Td,2h,9s,7h,5d,8,2,0,r,1485181
7c,Tc,Td,2h,9s,7h,5d,8,1,1,c,744010
2d,2h,7s,9h,6s,5s,Qd,9,1,61,k,373079
3h,Kc,7s,9h,6s,5s,Qd,9,2,193,k,337393
5h,Jd,7s,9h,6s,5s,Qd,9,7,1167,k,379698
6c,Ac,7s,9h,6s,5s,Qd,9,9,115,k,382246
8h,Kh,9c,8c,Qh,4h,Ad,10,1,4,b,386656
Jh,Ah,9c,8c,Qh,4h,Ad,10,2,3,c,399471
3h,Ah,2h,Js,4h,Ac,Jc,10,10,11,k,744733
Ad,Qs,2h,Js,4h,Ac,Jc,10,7,14,k,744741
Qh,Kh,3d,6d,Ks,Qc,As,10,10,42,k,744587
Ad,4d,3d,6d,Ks,Qc,As,10,7,7,k,399650
Ad,Jd,2d,Ah,9c,2c,Qd,10,7,6,k,744624
Ac,Tc,2d,Ah,9c,2c,Qd,10,9,54,k,744624
As,Td,Ad,9d,2h,9s,9c,9,4,200,k,2227861
2d,3d,Ad,9d,2h,9s,9c,9,7,135,k,2227849
5s,Ah,4h,4s,Kd,Kh,Qd,10,1,54,k,744483
2c,Ac,4h,4s,Kd,Kh,Qd,10,3,486,k,744483
8d,9d,9c,Qc,5h,Tc,Qh,10,10,277,k,744375
3c,3d,9c,Qc,5h,Tc,Qh,10,7,30,k,744297
Kc,Ks,9h,Jd,2h,Td,7h,11,11,63,k,397092
Qd,Qh,9h,Jd,2h,Td,7h,11,3,10,k,394895
8s,Ah,6h,As,9s,6s,Ad,11,11,31,c,2227918
Ac,Th,6h,As,9s,6s,Ad,11,9,3,b,2227918
2d,8d,5d,As,Td,6c,Js,10,3,4,k,363939
Ah,Ts,5d,As,Td,6c,Js,10,6,44,k,744727
Kd,Kc,Ks,8s,8d,4c,Th,9,5,41,b,2227907
Qc,Kh,Ks,8s,8d,4c,Th,9,9,1,c,744533
8c,Qc,3c,9c,Qd,5c,2c,9,3,405,b,2158508
Kc,Tc,3c,9c,Qd,5c,2c,9,7,24,c,2189435
As,7h,7c,Kh,2c,4d,5s,9,1,549,b,384452
5c,5d,7c,Kh,2c,4d,5s,9,2,431,r,1114534
As,7h,7c,Kh,2c,4d,5s,9,1,549,c,384452
Qh,Kd,9c,3c,Jc,Tc,8s,8,2,14,b,1485183
9d,9s,9c,3c,Jc,Tc,8s,8,3,14,c,1115187
Ad,3c,8c,Ac,3s,Ts,9c,8,1,12,k,744635
6c,5c,8c,Ac,3s,Ts,9c,8,7,85,b,2215645
Ad,3c,8c,Ac,3s,Ts,9c,8,1,12,c,744635
9s,8h,Jc,Qs,Ts,6d,2h,8,1,29,k,1485182
9d,8c,Jc,Qs,Ts,6d,2h,8,2,5,k,1485182
Qd,Ah,Ks,Jd,Ad,3c,6h,8,4,5,k,399655
Kd,Js,Ks,Jd,Ad,3c,6h,8,7,70,k,744574
5s,7s,Qc,Qs,2h,Ah,6h,8,3,29,k,395360
Ks,Td,Qc,Qs,2h,Ah,6h,8,6,317,k,395442
As,4c,2d,2s,7d,3s,8c,9,3,2,k,373404
7h,8h,2d,2s,7d,3s,8c,9,8,20,k,743666
3d,Qd,Qs,8s,Qc,Qh,Kh,11,2,0,b,2599192
Js,Jc,Qs,8s,Qc,Qh,Kh,11,5,18,c,2227897
8h,Ad,Kh,Qc,9s,Jd,7s,11,10,673,k,368713
7h,5c,Kh,Qc,9s,Jd,7s,11,5,45,k,384276
8h,Jd,3s,8s,4h,Tc,Ac,12,4,9,k,386628
Js,Qs,3s,8s,4h,Tc,Ac,12,7,134,k,366333
Kh,Qd,2s,2h,8d,Js,Ts,12,1,195,k,373291
Th,Jh,2s,2h,8d,Js,Ts,12,2,167,k,744217
3s,4c,2s,2h,8d,Js,Ts,12,3,24,k,372924
Qc,Kc,2s,2h,8d,Js,Ts,12,5,416,k,373291
3h,Ah,2s,2h,8d,Js,Ts,12,9,22,k,373446
9s,6h,Jh,4h,6c,Kc,Ah,12,11,19,k,382261
Ts,Tc,Jh,4h,6c,Kc,Ah,12,4,273,k,391049
4s,5s,Qc,9s,Ad,Ks,Td,11,1,44,k,368700
5h,Kh,Qc,9s,Ad,Ks,Td,11,2,225,k,397626
9h,7h,Qc,9s,Ad,Ks,Td,11,5,19,k,388853
4h,Ah,Qc,9s,Ad,Ks,Td,11,7,109,k,399654
6s,2d,Qc,9s,Ad,Ks,Td,11,8,16,k,368700
3h,3d,3s,Kh,7d,Qd,6s,10,2,1,b,1114201
Kd,Ts,3s,Kh,7d,Qd,6s,10,3,0,c,397259
Jc,9s,3s,9h,Jd,Ac,7d,9,4,11,k,744210
Td,8d,3s,9h,Jd,Ac,7d,9,8,4,b,1485181
Jc,9s,3s,9h,Jd,Ac,7d,9,4,11,c,744210
2d,Jc,Ac,6h,9s,5d,8d,9,2,268,k,363770
Kh,Qh,Ac,6h,9s,5d,8d,9,5,623,k,368686
Js,Ks,Ac,6h,9s,5d,8d,9,9,1700,k,368517
2c,9c,5h,2h,9d,Ks,3c,10,1,3,b,743780
Js,Jd,5h,2h,9d,Ks,3c,10,2,19,c,393019
2c,3c,9s,Tc,7c,4d,6h,9,3,201,k,244766
Qc,Ah,9s,Tc,7c,4d,6h,9,5,204,k,366150
5d,Ks,Kc,3h,Qh,3s,8s,6,2,20,k,744468
Th,7h,Kc,3h,Qh,3s,8s,6,5,10,b,375487
5d,Ks,Kc,3h,Qh,3s,8s,6,2,20,c,744468
8d,6c,4s,7c,9s,4d,6h,5,2,37,k,743295
9d,Th,4s,7c,9s,4d,6h,5,3,133,k,743803
Td,9s,4d,Jh,6s,8s,5d,5,1,487,k,275890
2s,5s,4d,Jh,6s,8s,5d,5,4,301,k,379487
9h,9c,As,Jh,Qc,Ah,5h,5,1,140,k,744715
6h,Th,As,Jh,Qc,Ah,5h,5,5,111,k,2220377
Kh,Ks,Qc,9s,6h,4d,6d,5,2,122,b,744507
Js,Ad,Qc,9s,6h,4d,6d,5,5,246,c,382248
Th,Js,Ad,As,Ks,Qs,7c,4,1,35,b,1485184
Kc,Kd,Ad,As,Ks,Qs,7c,4,2,4,r,2227913
Th,Js,Ad,As,Ks,Qs,7c,4,1,35,c,1485184
4c,As,5s,Qc,Kc,Qs,3d,3,1,1376,k,395437
8c,4h,5s,Qc,Kc,Qs,3d,3,2,546,k,395203
5d,2d,4d,5c,7h,Js,Qs,4,2,370,k,379696
8h,9d,4d,5c,7h,Js,Qs,4,3,36,k,306649
7c,Qd,5h,As,6h,8c,Kd,4,1,1052,k,368672
Js,4d,5h,As,6h,8c,Kd,4,2,102,k,368502
7c,7h,As,7d,3h,Js,Ac,5,2,85,b,2227835
Ks,Jd,As,7d,3h,Js,Ac,5,4,8,c,744742
Ks,Th,7s,Jh,Kh,8s,5h,4,2,12,k,397091
Ah,Qs,7s,Jh,Kh,8s,5h,4,4,135,k,368712
9h,9s,Jd,2c,7s,Qh,3s,4,1,43,k,388484
6d,9d,Jd,2c,7s,Qh,3s,4,2,589,k,306635
5d,5c,Jd,2c,7s,Qh,3s,4,4,58,k,379696
6h,As,Kd,4h,Jd,Kh,4d,5,1,76,k,744483
2s,3d,Kd,4h,Jd,Kh,4d,5,2,1033,k,744480
8h,Th,Kd,4h,Jd,Kh,4d,5,5,101,k,744480
6s,2s,Js,5s,2h,7h,As,6,4,5,b,2219685
Ts,Jd,Js,5s,2h,7h,As,6,6,3,c,393203
Jd,As,Kc,Qc,4h,2s,7c,3,1,16,k,368711
Qs,8c,Kc,Qc,4h,2s,7c,3,3,272,k,395205
7h,Kd,9d,Jh,Ac,Ah,Jc,3,1,945,k,744742
Qs,4h,9d,Jh,Ac,Ah,Jc,3,2,2546,k,744741
Ad,6c,Ks,8s,2h,9h,Kc,3,1,763,k,397585
Jh,Ac,Ks,8s,2h,9h,Kc,3,3,283,k,397612
Ac,Kd,6c,9h,4s,6s,Tc,4,1,230,k,382260
Qs,8h,6c,9h,4s,6s,Tc,4,2,401,k,381882
9s,3c,9d,2c,3d,Ts,Ks,4,2,45,k,743793
Qh,2h,9d,2c,3d,Ts,Ks,4,3,70,k,373290
5h,6h,5s,6c,Jh,7c,2s,4,3,7,k,743310
Kd,Jc,5s,6c,Jh,7c,2s,4,4,11,k,392994
As,3d,4h,2s,6d,Jd,9c,4,2,129,k,363742
Tc,8c,4h,2s,6d,Jd,9c,4,3,177,k,275890
Qh,9s,6s,2d,Qs,4c,Jd,4,1,160,k,394879
5h,8d,6s,2d,Qs,4c,Jd,4,2,219,k,306452
Kc,2h,9d,Ad,9s,Qh,8s,3,1,414,k,388853
Ah,5s,9d,Ad,9s,Qh,8s,3,3,306,k,744715
2s,6s,8c,7d,2d,Qs,7c,3,1,764,k,743441
Jc,3s,8c,7d,2d,Qs,7c,3,2,1040,k,384091
Jd,9h,8c,7d,2d,Qs,7c,3,3,114,k,384092
7c,6s,2c,5s,4s,2s,Tc,4,2,31,k,372714
Ac,Kh,2c,5s,4s,2s,Tc,4,3,42,k,373472
Ac,3d,As,Td,Jd,Th,5s,4,2,3,b,744727
Tc,9h,As,Td,Jd,Th,5s,4,3,23,c,1115396
