Play Prior,Bet Prior,Fold Prior,Has Pair Raise Prior,No Pair Raise Prior,Number Of Players,Position,Pot Size,Action,Has Pair
0.83459,0.37946,0.19643,0.00000,0.42857,2,1,43,B,0
0.49448,0.33706,0.50479,0.57143,0.51020,2,2,205,B,0
0.83459,0.37778,0.19556,0.00000,0.41860,2,1,43,c,0
0.49448,0.33812,0.50399,0.57143,0.52000,2,2,205,r,0
0.83459,0.37611,0.19469,0.00000,0.40909,2,1,43,c,0
0.50647,0.35404,0.49224,0.57143,0.52941,2,1,205,B,0
0.84722,0.38866,0.19433,0.00000,0.42222,2,2,43,B,0
0.50647,0.35504,0.49147,0.57143,0.53846,2,1,205,r,0
0.84722,0.38710,0.19355,0.00000,0.41304,2,2,43,c,0
0.85235,0.39300,0.19066,0.00000,0.42553,2,1,99,B,0
0.51173,0.36141,0.48698,0.57143,0.54717,2,2,481,B,0
0.85235,0.39147,0.18992,0.00000,0.41667,2,1,99,c,0
0.51173,0.36086,0.48624,0.57143,0.53704,2,2,481,k,0
0.86503,0.40780,0.19858,0.00000,0.42857,2,1,97,B,0
0.52588,0.37574,0.47633,0.57143,0.54545,2,2,483,B,0
0.86503,0.40636,0.19788,0.00000,0.42000,2,1,97,c,0
0.52588,0.37518,0.47563,0.57143,0.53571,2,2,483,k,0
0.87135,0.41414,0.19529,0.00000,0.43137,2,1,93,B,0
0.53360,0.38350,0.46889,0.57143,0.54386,2,2,488,B,0
0.87135,0.41275,0.19463,0.00000,0.42308,2,1,93,c,0
0.53360,0.38295,0.46821,0.57143,0.53448,2,2,488,k,0
0.87709,0.41853,0.19169,0.00000,0.43396,2,1,40,B,0
0.54108,0.39180,0.46110,0.57143,0.54237,2,2,208,B,0
0.87709,0.41720,0.19108,0.00000,0.42593,2,1,40,c,0
0.54108,0.39266,0.46045,0.57143,0.55000,2,2,208,r,0
0.87709,0.41587,0.19048,0.00000,0.41818,2,1,40,c,0
0.87845,0.41824,0.18868,0.00000,0.42857,2,1,97,B,0
0.54291,0.39522,0.45851,0.57143,0.55738,2,2,483,B,0
0.87845,0.41693,0.18809,0.00000,0.42105,2,1,97,c,0
0.54291,0.39466,0.45787,0.57143,0.54839,2,2,483,k,0
0.54382,0.39551,0.45722,0.57143,0.55556,2,1,207,B,0
0.87912,0.41875,0.18750,0.00000,0.43103,2,2,41,B,0
0.54382,0.39636,0.45658,0.57143,0.56250,2,1,207,r,0
0.87912,0.41745,0.18692,0.00000,0.42373,2,2,41,c,0
0.66667,0.55556,0.33333,0.00000,1.00000,3,1,130,B,0
0.88360,0.41742,0.18619,0.00000,0.41667,3,3,84,c,0
0.66667,0.50000,0.30000,0.00000,0.50000,3,1,130,c,0
0.88482,0.41964,0.18750,0.00000,0.42623,4,1,116,B,0
0.75000,0.53846,0.23077,0.00000,0.66667,4,2,182,B,0
0.88482,0.41840,0.18694,0.00000,0.41935,4,1,116,c,0
0.75000,0.50000,0.21429,0.00000,0.50000,4,2,182,k,0
0.88205,0.41813,0.19006,0.00000,0.42857,4,1,117,B,0
0.75000,0.52632,0.26316,0.00000,0.60000,4,2,181,B,0
0.88205,0.41691,0.18950,0.00000,0.42188,4,1,117,c,0
0.75000,0.50000,0.25000,0.00000,0.50000,4,2,181,k,0
0.48048,0.23485,0.55051,0.21429,0.36170,3,1,13550,B,0
0.55534,0.40428,0.44712,0.57143,0.56923,3,2,338,B,0
0.76190,0.50000,0.28125,0.00000,0.42857,3,3,138,c,0
0.48048,0.23455,0.54981,0.21429,0.35417,3,1,13550,c,0
0.55534,0.40374,0.44652,0.57143,0.56061,3,2,338,k,0
1.00000,0.66667,0.00000,0.00000,1.00000,4,1,136,B,0
0.78261,0.50000,0.26471,0.00000,0.50000,4,2,182,B,0
1.00000,0.50000,0.00000,0.00000,0.50000,4,1,136,c,0
0.78261,0.48571,0.25714,0.00000,0.44444,4,2,182,k,0
0.79167,0.50000,0.25000,1.00000,0.44444,6,1,10,B,1
1.00000,0.60000,0.00000,0.00000,0.66667,6,6,2,r,0
0.79167,0.48649,0.24324,0.50000,0.44444,6,1,10,c,1
0.80000,0.25000,0.25000,0.00000,1.00000,7,1,835,B,0
0.72780,0.56897,0.26728,0.89831,0.73220,7,2,4289,B,0
0.85714,0.40000,0.10000,0.00000,0.50000,7,3,30,c,0
0.80000,0.22222,0.22222,0.00000,0.50000,7,1,835,c,0
0.72780,0.56909,0.26720,0.89831,0.73266,7,2,4289,r,0
0.85714,0.36364,0.09091,0.00000,0.40000,7,3,30,c,0
0.80000,0.20000,0.20000,0.00000,0.33333,7,1,835,c,0
0.72791,0.56920,0.26713,0.89831,0.73311,8,1,2934,B,0
0.48101,0.24510,0.51961,0.00000,1.00000,8,2,3857,B,0
0.72791,0.56932,0.26706,0.89831,0.73356,8,1,2934,r,0
0.48101,0.25243,0.51456,0.00000,1.00000,8,2,3857,r,0
0.72791,0.56916,0.26699,0.89831,0.73232,8,1,2934,c,0
0.55535,0.40263,0.44737,0.57143,0.55224,8,5,88,c,0
0.60787,0.32833,0.38216,0.48529,0.41548,8,6,848,r,0
0.55535,0.40210,0.44678,0.57143,0.54412,8,5,88,c,0
0.47746,0.23354,0.55155,0.21429,0.34694,8,3,1072,c,0
0.60793,0.32840,0.38213,0.48529,0.41600,8,5,260,r,0
0.72773,0.56913,0.26711,0.89831,0.73277,8,7,1102,r,0
0.47746,0.23325,0.55087,0.21429,0.34000,8,3,1072,c,0
0.60793,0.32837,0.38209,0.48529,0.41563,8,5,260,c,0
0.46599,0.27959,0.53885,0.52381,0.37736,6,4,5043,c,1
0.48007,0.23428,0.54871,0.21429,0.33333,6,6,12047,c,0
0.48220,0.23918,0.54567,0.21429,0.34615,4,1,18067,B,0
0.55696,0.40202,0.44627,0.57143,0.55072,4,2,448,B,0
0.48220,0.23890,0.54502,0.21429,0.33962,4,1,18067,c,0
0.55696,0.40152,0.44571,0.57143,0.54286,4,2,448,k,0
0.74194,0.39130,0.23913,0.00000,0.50000,4,1,118,B,0
0.71739,0.42029,0.30435,0.50000,0.50000,4,2,208,B,0
0.74194,0.38298,0.23404,0.00000,0.42857,4,1,118,c,0
0.71739,0.41429,0.30000,0.50000,0.45455,4,2,208,k,0
0.48499,0.24211,0.54269,0.21429,0.35185,4,1,18068,B,0
0.55810,0.40221,0.44526,0.57143,0.54930,4,2,456,B,0
0.48499,0.24182,0.54206,0.21429,0.34545,4,1,18068,c,0
0.55810,0.40172,0.44472,0.57143,0.54167,4,2,456,k,0
0.71111,0.42188,0.28125,0.00000,0.50000,4,2,81,B,0
0.68966,0.39535,0.31395,0.50000,0.41667,4,3,136,c,0
0.71111,0.41538,0.27692,0.00000,0.44444,4,2,81,k,0
0.48585,0.24214,0.54133,0.21429,0.35714,4,2,6376,B,0
0.55867,0.40220,0.44499,0.57143,0.54795,4,3,161,r,0
0.48585,0.24186,0.54070,0.21429,0.35088,4,2,6376,c,0
0.55944,0.40293,0.44444,0.57143,0.55405,5,2,388,B,0
0.70833,0.40580,0.27536,0.00000,0.40000,5,4,103,c,0
0.55944,0.40244,0.44390,0.57143,0.54667,5,2,388,k,0
0.48841,0.24343,0.54057,0.21429,0.36207,4,1,18070,B,0
0.47253,0.31897,0.50000,0.00000,0.62500,4,2,613,B,0
0.48841,0.24315,0.53995,0.21429,0.35593,4,1,18070,c,0
0.47253,0.31624,0.49573,0.00000,0.55556,4,2,613,k,0
0.68333,0.41379,0.28736,1.00000,0.40000,4,1,19,B,1
0.65753,0.39815,0.33333,0.50000,0.46154,4,2,32,B,0
0.68333,0.40909,0.28409,0.50000,0.40000,4,1,19,c,1
0.65753,0.40367,0.33028,0.50000,0.50000,4,2,32,r,0
0.68333,0.41573,0.28090,0.66667,0.40000,4,1,19,r,1
0.65753,0.40000,0.32727,0.50000,0.46667,4,2,32,c,0
0.65789,0.39474,0.33333,0.50000,0.43750,4,3,81,c,0
0.48926,0.24376,0.53968,0.21429,0.35000,4,4,12047,c,0
0.49008,0.24520,0.53898,0.21429,0.36066,4,1,18066,B,0
0.48485,0.33071,0.48819,0.00000,0.60000,4,2,612,B,0
0.49008,0.24492,0.53837,0.21429,0.35484,4,1,18066,c,0
0.48485,0.32813,0.48438,0.00000,0.54545,4,2,612,k,0
0.49000,0.33333,0.48062,0.00000,0.58333,4,1,367,B,0
0.65672,0.40816,0.30612,0.66667,0.45455,4,2,123,B,0
0.66250,0.39167,0.33333,0.50000,0.41176,4,3,75,c,0
0.49085,0.24464,0.53777,0.21429,0.34921,4,4,10840,c,0
0.49000,0.33077,0.47692,0.00000,0.53846,4,1,367,c,0
0.65672,0.40404,0.30303,0.66667,0.41667,4,2,123,k,0
0.66176,0.41000,0.30000,0.66667,0.46154,4,1,207,B,0
0.66667,0.39669,0.33058,0.50000,0.44444,4,2,126,B,0
0.66176,0.40594,0.29703,0.66667,0.42857,4,1,207,c,0
0.66667,0.39344,0.32787,0.50000,0.42105,4,2,126,k,0
0.49088,0.24522,0.53768,0.21429,0.35938,4,2,15485,B,0
0.66667,0.40196,0.29412,0.66667,0.40000,4,4,178,c,0
0.49088,0.24494,0.53708,0.21429,0.35385,4,2,15485,k,0
0.67143,0.40777,0.29126,0.66667,0.43750,3,2,177,B,0
0.67470,0.39200,0.32800,0.50000,0.40000,3,3,107,c,0
0.67143,0.40385,0.28846,0.66667,0.41176,3,2,177,k,0
0.68235,0.40157,0.32283,0.50000,0.42857,3,1,114,B,0
0.49168,0.24609,0.53691,0.21429,0.36364,3,2,18067,B,0
0.68235,0.39844,0.32031,0.50000,0.40909,3,1,114,c,0
0.49168,0.24581,0.53631,0.21429,0.35821,3,2,18067,k,0
0.49245,0.24665,0.53571,0.21429,0.36765,2,1,18067,B,0
0.68605,0.40310,0.31783,0.66667,0.40909,2,2,114,B,1
0.49245,0.24638,0.53512,0.21429,0.36232,2,1,18067,c,0
0.68605,0.40000,0.31538,0.50000,0.40909,2,2,114,k,1
0.68966,0.40458,0.31298,0.50000,0.43478,2,1,115,B,0
0.49321,0.24722,0.53452,0.21429,0.37143,2,2,18066,B,0
0.68966,0.40152,0.31061,0.50000,0.41667,2,1,115,c,0
0.49321,0.24694,0.53393,0.21429,0.36620,2,2,18066,k,0
0.49701,0.25028,0.53142,0.21429,0.37500,2,1,18066,B,0
0.70652,0.41727,0.30216,0.50000,0.44000,2,2,115,B,0
0.49701,0.25000,0.53084,0.21429,0.36986,2,1,18066,c,0
0.70652,0.41429,0.30000,0.50000,0.42308,2,2,115,k,0
0.70968,0.41844,0.29787,0.50000,0.44444,2,1,115,B,0
0.49776,0.25083,0.53025,0.21429,0.37838,2,2,18066,B,0
0.70968,0.41549,0.29577,0.50000,0.42857,2,1,115,c,0
0.49776,0.25055,0.52967,0.21429,0.37333,2,2,18066,k,0
0.50148,0.25381,0.52723,0.21429,0.38158,2,1,18066,B,0
0.72449,0.42953,0.28859,0.50000,0.44828,2,2,115,B,0
0.50148,0.25354,0.52666,0.21429,0.37662,2,1,18066,c,0
0.72449,0.42667,0.28667,0.50000,0.43333,2,2,115,k,0
0.50733,0.25910,0.52034,0.21429,0.38462,2,1,18068,B,0
0.74528,0.43902,0.26220,0.50000,0.45161,2,2,113,B,0
0.50733,0.25882,0.51979,0.21429,0.37975,2,1,18068,c,0
0.74528,0.43636,0.26061,0.50000,0.43750,2,2,113,k,0
0.76106,0.45143,0.25143,0.50000,0.45455,2,1,114,B,0
0.51234,0.26294,0.51637,0.21429,0.38750,2,2,18067,B,0
0.76106,0.44886,0.25000,0.50000,0.44118,2,1,114,c,0
0.51234,0.26266,0.51582,0.21429,0.38272,2,2,18067,k,0
0.77311,0.46196,0.24457,0.50000,0.45714,2,1,114,B,0
0.51655,0.26618,0.51357,0.21429,0.39024,2,2,18067,B,0
0.77311,0.45946,0.24324,0.50000,0.44444,2,1,114,c,0
0.51655,0.26590,0.51303,0.21429,0.38554,2,2,18067,k,0
0.78740,0.47208,0.23350,0.50000,0.45946,2,1,115,B,0
0.52205,0.27030,0.50874,0.21429,0.39286,2,2,18066,B,0
0.78740,0.46970,0.23232,0.50000,0.44737,2,1,115,c,0
0.52205,0.27002,0.50821,0.21429,0.38824,2,2,18066,k,0
0.80851,0.48416,0.21719,0.50000,0.46154,2,1,114,B,0
0.53138,0.27800,0.49900,0.21429,0.39535,2,2,18067,B,0
0.80851,0.48198,0.21622,0.50000,0.45000,2,1,114,c,0
0.53138,0.27772,0.49850,0.21429,0.39080,2,2,18067,k,0
0.81119,0.48444,0.21333,0.50000,0.46341,2,1,115,B,0
0.53268,0.27888,0.49701,0.21429,0.39773,2,2,18066,B,0
0.81119,0.48230,0.21239,0.50000,0.45238,2,1,115,c,0
0.53268,0.27861,0.49652,0.21429,0.39326,2,2,18066,k,0
0.81379,0.48684,0.21053,0.50000,0.46512,2,1,116,B,0
0.53398,0.27976,0.49603,0.21429,0.40000,2,2,18065,B,0
0.81379,0.48472,0.20961,0.50000,0.45455,2,1,116,c,0
0.53398,0.27948,0.49554,0.21429,0.39560,2,2,18065,k,0
0.81879,0.48729,0.20763,0.60000,0.45455,2,1,50,B,1
0.53655,0.28346,0.49311,0.21429,0.40217,2,2,7741,B,0
0.81879,0.48945,0.20675,0.66667,0.45455,2,1,50,r,1
0.53655,0.28319,0.49263,0.21429,0.39785,2,2,7741,c,0
0.53719,0.28389,0.49214,0.21429,0.40426,2,1,18072,B,0
0.82000,0.49160,0.20588,0.66667,0.46667,2,2,109,B,0
0.53719,0.28361,0.49166,0.21429,0.40000,2,1,18072,c,0
0.82000,0.48954,0.20502,0.66667,0.45652,2,2,109,k,0
0.82119,0.49167,0.20417,0.66667,0.46809,2,1,109,B,0
0.53783,0.28431,0.49118,0.21429,0.40625,2,2,18072,B,0
0.82119,0.48963,0.20332,0.66667,0.45833,2,1,109,c,0
0.53783,0.28404,0.49070,0.21429,0.40206,2,2,18072,k,0
0.54223,0.28807,0.48885,0.21429,0.40816,2,1,18073,B,0
0.82911,0.49801,0.20717,0.66667,0.46939,2,2,109,B,0
0.54223,0.28779,0.48837,0.21429,0.40404,2,1,18073,c,0
0.82911,0.49603,0.20635,0.66667,0.46000,2,2,109,k,0
0.84024,0.51111,0.20000,0.66667,0.47059,2,1,109,B,0
0.54899,0.29278,0.48289,0.21429,0.41000,2,2,18072,B,0
0.84024,0.50923,0.19926,0.66667,0.46154,2,1,109,c,0
0.54899,0.29250,0.48243,0.21429,0.40594,2,2,18072,k,0
0.55319,0.29605,0.47932,0.21429,0.41176,2,1,18073,B,0
0.84659,0.51773,0.20213,0.66667,0.47170,2,2,108,B,0
0.55319,0.29577,0.47887,0.21429,0.40777,2,1,18073,c,0
0.84659,0.51590,0.20141,0.66667,0.46296,2,2,108,k,0
0.56701,0.30734,0.46963,0.26667,0.40777,2,1,18074,B,1
0.86500,0.53106,0.20807,0.66667,0.47273,2,2,107,B,0
0.56701,0.30707,0.46920,0.25000,0.40777,2,1,18074,c,1
0.86500,0.52941,0.20743,0.66667,0.46429,2,2,107,k,0
0.86957,0.52976,0.20238,0.66667,0.47368,2,1,45,B,0
0.57088,0.31244,0.46553,0.25000,0.41346,2,2,7747,B,0
0.86957,0.53116,0.20178,0.66667,0.48276,2,1,45,r,0
0.57088,0.31216,0.46512,0.25000,0.40952,2,2,7747,c,0
0.57143,0.31278,0.46470,0.25000,0.41509,2,1,18085,B,0
0.87019,0.53254,0.20118,0.66667,0.49153,2,2,96,B,0
0.57143,0.31250,0.46429,0.25000,0.41121,2,1,18085,c,0
0.87019,0.53097,0.20059,0.66667,0.48333,2,2,96,k,0
0.57789,0.31782,0.46093,0.25000,0.41667,2,1,18091,B,0
0.87727,0.54062,0.20168,0.66667,0.49180,2,2,90,B,0
0.57789,0.31754,0.46053,0.25000,0.41284,2,1,18091,c,0
0.87727,0.53911,0.20112,0.66667,0.48387,2,2,90,k,0
0.87783,0.54039,0.20056,0.66667,0.49206,2,1,89,B,0
0.57842,0.31814,0.46012,0.25000,0.41818,2,2,18092,B,0
0.87783,0.53889,0.20000,0.66667,0.48438,2,1,89,c,0
0.57842,0.31786,0.45972,0.25000,0.41441,2,2,18092,k,0
0.88000,0.54098,0.19672,0.66667,0.49231,2,1,90,B,0
0.58052,0.31941,0.45779,0.25000,0.41964,2,2,18091,B,0
0.88000,0.53951,0.19619,0.66667,0.48485,2,1,90,c,0
0.58052,0.31913,0.45739,0.25000,0.41593,2,2,18091,k,0
0.58722,0.32536,0.45346,0.25000,0.42105,2,1,18098,B,0
0.88655,0.54639,0.19588,0.66667,0.49254,2,2,83,B,0
0.58722,0.32509,0.45307,0.25000,0.41739,2,1,18098,c,0
0.88655,0.54499,0.19537,0.66667,0.48529,2,2,83,k,0
0.58824,0.32624,0.45230,0.25000,0.42241,2,1,18099,B,0
0.88750,0.54592,0.19643,0.66667,0.49275,2,2,82,B,0
0.58824,0.32596,0.45191,0.25000,0.41880,2,1,18099,c,0
0.88750,0.54453,0.19593,0.66667,0.48571,2,2,82,k,0
0.88797,0.54569,0.19543,0.66667,0.49296,2,1,35,B,0
0.58874,0.32653,0.45153,0.29412,0.41880,2,2,7756,B,1
0.88797,0.54430,0.19494,0.66667,0.48611,2,1,35,c,0
0.58874,0.32710,0.45115,0.33333,0.41880,2,2,7756,r,1
0.88797,0.54293,0.19444,0.66667,0.47945,2,1,35,c,0
0.89157,0.54791,0.19410,0.66667,0.48649,2,1,35,B,0
0.59273,0.33025,0.44958,0.33333,0.42373,2,2,7757,B,0
0.89157,0.54657,0.19363,0.66667,0.48000,2,1,35,c,0
0.59273,0.33081,0.44920,0.33333,0.42857,2,2,7757,r,0
0.89157,0.54523,0.19315,0.66667,0.47368,2,1,35,c,0
0.89494,0.55238,0.19048,0.66667,0.48052,2,1,82,B,0
0.59664,0.33361,0.44813,0.36842,0.42857,2,2,18099,B,1
0.89494,0.55107,0.19002,0.66667,0.47436,2,1,82,c,0
0.59664,0.33333,0.44776,0.35000,0.42857,2,2,18099,k,1
0.59712,0.33389,0.44739,0.38095,0.42857,2,1,18100,B,1
0.89535,0.55213,0.18957,0.66667,0.48101,2,2,81,B,0
0.59712,0.33361,0.44702,0.36364,0.42857,2,1,18100,c,1
0.89535,0.55083,0.18913,0.66667,0.47500,2,2,81,k,0
0.59809,0.33471,0.44628,0.36364,0.43333,2,1,18091,B,0
0.89615,0.55164,0.19014,0.66667,0.48148,2,2,90,B,0
0.59809,0.33443,0.44591,0.36364,0.42975,2,1,18091,c,0
0.89615,0.55035,0.18970,0.66667,0.47561,2,2,90,k,0
0.89811,0.55760,0.18664,0.66667,0.48193,2,1,14,B,0
0.60048,0.33607,0.44508,0.39130,0.42975,2,2,2856,B,1
0.89811,0.55862,0.18621,0.66667,0.48810,2,1,14,r,0
0.60048,0.33661,0.44472,0.41667,0.42975,2,2,2856,r,1
0.89811,0.55734,0.18578,0.66667,0.48235,2,1,14,c,0
0.60284,0.34039,0.44218,0.41667,0.43443,2,1,18061,B,0
0.90000,0.55730,0.18876,0.66667,0.48837,2,2,120,B,0
0.60284,0.34011,0.44182,0.41667,0.43089,2,1,18061,c,0
0.90000,0.55605,0.18834,0.66667,0.48276,2,2,120,k,0
0.60377,0.34091,0.44075,0.44000,0.43089,2,1,18065,B,1
0.90074,0.55902,0.18708,0.66667,0.48864,2,2,116,B,0
0.60377,0.34063,0.44039,0.42308,0.43089,2,1,18065,c,1
0.90074,0.55778,0.18667,0.66667,0.48315,2,2,116,k,0
0.61111,0.34655,0.43616,0.42308,0.43548,2,1,18072,B,0
0.90625,0.56513,0.18487,0.66667,0.48889,2,2,109,B,0
0.61111,0.34628,0.43582,0.42308,0.43200,2,1,18072,c,0
0.90625,0.56394,0.18449,0.66667,0.48352,2,2,109,k,0
0.91318,0.57087,0.18835,0.66667,0.48913,2,1,114,B,0
0.62120,0.35462,0.42923,0.42308,0.43651,2,2,18067,B,0
0.91318,0.56977,0.18798,0.66667,0.48387,2,1,114,c,0
0.62120,0.35434,0.42890,0.42308,0.43307,2,2,18067,k,0
0.91429,0.57088,0.18774,0.66667,0.48936,2,1,113,B,0
0.62290,0.35578,0.42770,0.42308,0.43750,2,2,18068,B,0
0.91429,0.56979,0.18738,0.66667,0.48421,2,1,113,c,0
0.62290,0.35550,0.42737,0.42308,0.43411,2,2,18068,k,0
0.62332,0.35600,0.42704,0.42308,0.43846,2,1,18069,B,0
0.91456,0.57061,0.18702,0.66667,0.48958,2,2,112,B,0
0.62332,0.35573,0.42672,0.42308,0.43511,2,1,18069,c,0
0.91456,0.56952,0.18667,0.66667,0.48454,2,2,112,k,0
0.91843,0.57482,0.18613,0.66667,0.48980,2,1,114,B,0
0.62955,0.36030,0.42322,0.42308,0.43939,2,2,18067,B,0
0.91843,0.57377,0.18579,0.66667,0.48485,2,1,114,c,0
0.62955,0.36003,0.42290,0.42308,0.43609,2,2,18067,k,0
0.63239,0.36256,0.42199,0.42308,0.44030,2,1,18068,B,0
0.92012,0.57603,0.18784,0.66667,0.49000,2,2,113,B,0
0.63239,0.36229,0.42168,0.42308,0.43704,2,1,18068,c,0
0.92012,0.57500,0.18750,0.66667,0.48515,2,2,113,k,0
0.92264,0.57785,0.18512,0.66667,0.49020,2,1,51,B,0
0.63676,0.36650,0.41843,0.42308,0.44118,2,2,7741,B,0
0.92264,0.57858,0.18480,0.66667,0.49515,2,1,51,r,0
0.63676,0.36623,0.41813,0.42308,0.43796,2,2,7741,c,0
0.63793,0.36735,0.41764,0.44444,0.43796,2,1,7742,B,1
0.92330,0.57976,0.18525,0.66667,0.50000,2,2,50,B,0
0.63793,0.36781,0.41733,0.46429,0.43796,2,1,7742,r,1
0.92330,0.57877,0.18493,0.66667,0.49524,2,2,50,c,0
0.64026,0.37002,0.41564,0.46429,0.44203,3,1,4714,B,0
0.55918,0.40168,0.44484,0.57143,0.55263,3,2,118,B,0
0.92458,0.57912,0.18687,0.66667,0.50000,3,3,28,r,0
0.64026,0.36975,0.41534,0.46429,0.43885,3,1,4714,c,0
0.55918,0.40120,0.44431,0.57143,0.54545,3,2,118,c,0
0.68000,0.40909,0.29091,0.66667,0.44444,4,2,185,B,0
0.55973,0.40048,0.44458,0.57143,0.53846,4,3,387,c,0
0.68000,0.40541,0.28829,0.66667,0.42105,4,2,185,k,0
0.92033,0.57711,0.18905,0.66667,0.50467,4,1,110,B,0
0.64255,0.37024,0.41337,0.46429,0.44286,4,2,18075,B,0
0.92033,0.57616,0.18874,0.66667,0.50000,4,1,110,c,0
0.64255,0.36997,0.41307,0.46429,0.43972,4,2,18075,k,0
0.56007,0.40071,0.44444,0.57143,0.54430,4,2,386,B,0
0.64331,0.36989,0.41290,0.46429,0.43662,4,4,15492,c,0
0.56007,0.40024,0.44392,0.57143,0.53750,4,2,386,k,0
0.56134,0.40141,0.44249,0.57143,0.54321,4,2,301,B,0
0.91622,0.57353,0.19118,0.66667,0.49541,4,3,73,c,0
0.64376,0.36974,0.41328,0.46429,0.43357,4,4,12049,c,0
0.56134,0.40094,0.44197,0.57143,0.53659,4,2,301,k,0
0.64346,0.36992,0.41340,0.46429,0.43750,4,2,15490,B,0
0.67442,0.39683,0.31746,0.66667,0.40000,4,3,185,c,0
0.64346,0.36966,0.41311,0.46429,0.43448,4,2,15490,k,0
0.67816,0.40157,0.31496,0.66667,0.42857,4,2,186,B,0
0.91689,0.57212,0.19125,0.66667,0.49091,4,4,93,c,0
0.67816,0.39844,0.31250,0.66667,0.40909,4,2,186,k,0
0.64353,0.37003,0.41335,0.48276,0.43448,4,3,5706,r,1
0.68539,0.39695,0.31298,0.50000,0.40909,4,4,67,c,1
0.56219,0.40162,0.44213,0.57143,0.54217,4,2,394,B,0
0.64465,0.37013,0.41260,0.48276,0.43151,4,4,15500,c,0
0.56219,0.40116,0.44162,0.57143,0.53571,4,2,394,k,0
0.68421,0.39286,0.31429,0.50000,0.43478,5,2,167,B,0
0.64948,0.32273,0.35909,0.60000,0.39683,5,3,3993,c,0
0.68421,0.39007,0.31206,0.50000,0.41667,5,2,167,k,0
0.64412,0.36990,0.41280,0.48276,0.43537,5,2,15499,B,0
0.65424,0.32215,0.35347,0.60000,0.39063,5,4,3993,c,0
0.64412,0.36964,0.41251,0.48276,0.43243,5,2,15499,k,0
0.56000,0.25311,0.41494,0.00000,0.33333,6,1,303,B,0
0.66990,0.38816,0.32237,0.50000,0.40000,6,5,148,c,0
0.56000,0.25207,0.41322,0.00000,0.31579,6,1,303,c,0
0.90537,0.56454,0.20218,0.66667,0.49550,6,1,85,B,0
0.64323,0.36897,0.41370,0.50000,0.43243,6,2,13561,B,1
0.65781,0.32308,0.35165,0.60000,0.38462,6,4,3495,c,0
0.90537,0.56366,0.20186,0.66667,0.49107,6,1,85,c,0
0.64323,0.36872,0.41341,0.48387,0.43243,6,2,13561,k,1
0.56039,0.40000,0.44270,0.57143,0.54118,5,1,362,B,0
0.56044,0.25200,0.41600,0.00000,0.31579,5,5,303,c,1
0.56039,0.39955,0.44220,0.57143,0.53488,5,1,362,c,0
0.65909,0.32543,0.35129,0.60000,0.39394,5,2,3978,B,0
0.56019,0.39866,0.44233,0.57143,0.52874,5,4,415,c,0
0.65909,0.32473,0.35054,0.60000,0.38806,5,2,3978,k,0
0.55789,0.25385,0.41923,0.00000,0.35000,5,2,346,B,0
0.89604,0.55438,0.20695,0.66667,0.48673,5,4,95,c,0
0.55789,0.25287,0.41762,0.00000,0.33333,5,2,346,k,0
0.89409,0.55422,0.20783,0.66667,0.49123,5,2,43,B,0
0.66456,0.32773,0.34664,0.60000,0.38235,5,4,1637,c,0
0.89409,0.55489,0.20752,0.66667,0.49565,5,2,43,r,0
0.66456,0.32704,0.34591,0.60000,0.37681,5,4,1637,c,0
0.67257,0.38922,0.32335,0.50000,0.42308,5,2,170,B,0
0.67183,0.32922,0.33951,0.60000,0.37143,5,3,3970,c,0
0.67257,0.38690,0.32143,0.50000,0.40741,5,2,170,k,0
0.67385,0.33129,0.33742,0.60000,0.38028,5,1,3472,B,0
0.55938,0.39738,0.44432,0.57143,0.53409,5,2,365,B,0
0.63875,0.36655,0.41775,0.48387,0.42953,5,4,13560,c,0
0.67385,0.33061,0.33673,0.60000,0.37500,5,1,3472,c,0
0.55938,0.39695,0.44384,0.57143,0.52809,5,2,365,k,0
0.66667,0.38728,0.32370,0.50000,0.42857,5,3,64,r,0
0.67584,0.32927,0.33537,0.60000,0.36986,5,4,1461,c,0
0.56000,0.39570,0.44409,0.57143,0.53333,5,2,324,B,0
0.64136,0.36579,0.41650,0.48387,0.42667,5,4,12053,c,0
0.68000,0.38378,0.31351,0.50000,0.41379,5,5,136,c,0
0.56000,0.39527,0.44361,0.57143,0.52747,5,2,324,k,0
0.68824,0.33137,0.32745,0.60000,0.37838,7,1,2314,B,0
0.56183,0.39488,0.44184,0.57143,0.52174,7,4,241,c,0
0.68824,0.33072,0.32681,0.60000,0.37333,7,1,2314,c,0
0.56853,0.25368,0.40809,0.00000,0.36364,7,1,102,B,0
0.68915,0.33203,0.32617,0.60000,0.38158,7,7,1205,r,0
0.56853,0.25275,0.40659,0.00000,0.34783,7,1,102,c,0
0.46976,0.28098,0.53602,0.52381,0.38318,7,1,4539,B,0
0.56164,0.39510,0.44196,0.57143,0.52688,7,2,294,B,0
0.69006,0.33138,0.32554,0.60000,0.37662,7,6,2783,c,0
0.57071,0.25182,0.40511,0.00000,0.33333,7,7,225,c,0
0.46976,0.28078,0.53564,0.52381,0.37963,7,1,4539,c,0
0.56164,0.39468,0.44149,0.57143,0.52128,7,2,294,k,0
0.67407,0.38071,0.31472,0.50000,0.43333,7,2,171,B,0
0.68696,0.32946,0.32752,0.60000,0.37179,7,3,3478,c,0
0.67407,0.37879,0.31313,0.50000,0.41935,7,2,171,k,0
