Play Prior,Bet Prior,Fold Prior,Has Pair Raise Prior,No Pair Raise Prior,Number Of Players,Position,Pot Size,Action,Has Pair
0.55556,0.21739,0.41304,0.00000,0.28571,10,10,44,c,0
0.60759,0.38440,0.38882,0.74468,0.50825,10,2,19976,B,0
0.53701,0.21087,0.51172,0.22222,0.31148,10,3,608,c,0
0.44444,0.14286,0.57143,0.00000,0.00000,10,4,39,c,0
0.57534,0.19186,0.39276,0.17647,0.23387,10,8,5613,c,0
0.60759,0.38424,0.38867,0.74468,0.50658,10,2,19976,k,0
0.60781,0.38449,0.38851,0.74468,0.50820,9,1,21640,B,0
0.57587,0.19168,0.39241,0.17647,0.23200,9,6,6080,c,0
0.60781,0.38434,0.38835,0.74468,0.50654,9,1,21640,c,0
0.53817,0.21215,0.51028,0.22222,0.32258,9,1,659,B,0
0.45000,0.17391,0.56522,0.00000,0.33333,9,2,43,B,0
0.62903,0.19512,0.37805,0.00000,0.30769,9,6,45,c,0
0.55263,0.20833,0.41667,0.00000,0.25000,9,7,47,c,0
0.60803,0.38418,0.38820,0.74468,0.50489,9,9,21646,c,0
0.53817,0.21195,0.50980,0.22222,0.31746,9,1,659,c,0
0.45000,0.16667,0.54167,0.00000,0.25000,9,2,43,k,0
0.61688,0.28703,0.37497,0.59091,0.34414,10,10,3250,c,0
0.50000,0.17241,0.48276,0.00000,0.20000,10,7,29,c,0
0.60465,0.19643,0.39286,0.00000,0.33333,10,2,14,B,0
0.54545,0.23529,0.38655,1.00000,0.31818,10,3,38,c,0
0.47605,0.30102,0.52296,0.55319,0.43662,10,7,694,r,0
0.61701,0.28697,0.37488,0.59091,0.34328,10,9,1497,c,0
0.60465,0.19298,0.38596,0.00000,0.30000,10,2,14,c,0
0.54545,0.23333,0.38333,1.00000,0.30435,10,3,38,c,0
0.53713,0.21165,0.51017,0.22222,0.32813,8,1,186,B,0
0.57371,0.19124,0.39410,0.17647,0.23016,8,5,1735,c,0
0.55435,0.23810,0.38095,1.00000,0.29167,8,8,35,c,0
0.53713,0.21237,0.50970,0.22222,0.33846,8,1,186,r,0
0.57371,0.19107,0.39375,0.17647,0.22835,8,5,1735,c,0
0.55435,0.23622,0.37795,1.00000,0.28000,8,8,35,c,0
0.47589,0.30089,0.52349,0.55319,0.43357,9,6,745,c,0
0.57387,0.19183,0.39343,0.17647,0.22656,9,9,2002,c,0
0.47589,0.30076,0.52327,0.55319,0.43056,9,6,745,c,0
0.57387,0.19166,0.39308,0.17647,0.22481,9,9,2002,c,0
0.62264,0.21127,0.38028,0.00000,0.36364,9,1,55,B,0
0.53061,0.23308,0.39850,1.00000,0.30769,9,2,145,B,0
0.62264,0.20833,0.37500,0.00000,0.33333,9,1,55,c,0
0.53061,0.23134,0.39552,1.00000,0.29630,9,2,145,k,0
0.58174,0.26874,0.40506,0.11111,0.37838,9,2,69,B,0
0.53865,0.21173,0.50871,0.20000,0.33846,9,3,166,c,1
0.62963,0.21918,0.36986,0.00000,0.38462,9,9,9,r,0
0.58174,0.26848,0.40467,0.11111,0.37500,9,2,69,c,0
0.53865,0.21154,0.50824,0.18182,0.33846,9,3,166,c,1
0.53922,0.21226,0.50778,0.18182,0.34848,9,2,881,B,0
0.61721,0.28652,0.37503,0.59091,0.34243,9,5,6491,c,0
0.57299,0.19115,0.39381,0.17647,0.22308,9,6,8092,c,0
0.53922,0.21207,0.50731,0.18182,0.34328,9,2,881,k,0
0.62195,0.20721,0.38739,0.00000,0.28571,9,4,3,c,0
0.63793,0.21795,0.37179,0.00000,0.42857,9,5,2,r,0
0.53398,0.22857,0.40000,1.00000,0.28571,9,6,9,c,0
0.62195,0.20536,0.38393,0.00000,0.26667,9,4,3,c,0
0.63793,0.21519,0.36709,0.00000,0.40000,9,5,2,c,0
0.53398,0.22695,0.39716,1.00000,0.27586,9,6,9,c,0
0.62651,0.21239,0.38053,0.00000,0.31250,9,3,9,r,0
0.54146,0.21455,0.50545,0.18182,0.35294,9,7,147,r,0
0.62651,0.21053,0.37719,0.00000,0.29412,9,3,9,c,0
0.63095,0.21739,0.37391,0.00000,0.33333,9,2,101,B,0
0.58108,0.26737,0.40637,0.11111,0.37168,9,4,320,c,0
0.54202,0.21435,0.50500,0.18182,0.34783,9,5,729,c,0
0.63095,0.21552,0.37069,0.00000,0.31579,9,2,101,k,0
0.63529,0.22222,0.36752,0.00000,0.35000,9,1,103,B,0
0.52830,0.22917,0.40278,1.00000,0.30000,9,2,152,B,0
0.54258,0.21416,0.50454,0.18182,0.34286,9,4,728,c,0
0.61730,0.28645,0.37527,0.59091,0.34158,9,8,5841,c,0
0.63529,0.22034,0.36441,0.00000,0.33333,9,1,103,c,0
0.52830,0.22759,0.40000,1.00000,0.29032,9,2,152,k,0
0.47405,0.30013,0.52459,0.55319,0.43448,8,2,2092,B,0
0.46803,0.20696,0.50484,0.33333,0.26667,8,3,622,c,0
0.61715,0.28618,0.37538,0.59091,0.34074,8,4,4494,c,0
0.57091,0.19248,0.39545,0.16667,0.22308,8,5,5607,c,1
0.54479,0.21570,0.50181,0.18182,0.33803,8,8,559,c,0
0.47405,0.30000,0.52437,0.55319,0.43151,8,2,2092,k,0
0.46939,0.20849,0.50386,0.33333,0.28261,8,2,735,B,0
0.61728,0.28612,0.37529,0.59091,0.33990,8,3,5310,c,0
0.58177,0.26699,0.40478,0.11111,0.36842,8,6,290,c,0
0.54534,0.21551,0.50135,0.18182,0.33333,8,7,661,c,0
0.46939,0.20809,0.50289,0.33333,0.27660,8,2,735,k,0
0.47074,0.20962,0.50192,0.33333,0.29167,8,1,351,B,0
0.61740,0.28629,0.37521,0.59091,0.34152,8,2,2539,B,0
0.77008,0.57781,0.24117,0.82609,0.69349,8,7,4383,r,0
0.47074,0.20921,0.50096,0.33333,0.28571,8,1,351,c,0
0.61740,0.28622,0.37512,0.59091,0.34069,8,2,2539,c,0
0.61753,0.28639,0.37503,0.59091,0.34230,8,1,7301,B,0
0.57006,0.19284,0.39616,0.16667,0.22901,8,2,9111,B,0
0.54524,0.21512,0.50135,0.18182,0.32877,8,5,908,c,0
0.61753,0.28632,0.37494,0.59091,0.34146,8,1,7301,c,0
0.57006,0.19268,0.39582,0.16667,0.22727,8,2,9111,k,0
0.76838,0.57726,0.24227,0.82609,0.69466,8,2,11199,B,0
0.61771,0.28605,0.37482,0.57778,0.34146,8,5,6497,c,1
0.58112,0.26686,0.40551,0.11111,0.36522,8,8,355,c,0
0.76838,0.57690,0.24212,0.82609,0.69202,8,2,11199,k,0
0.57860,0.26654,0.40737,0.11111,0.37069,7,2,266,B,0
0.61801,0.28598,0.37436,0.57778,0.34063,7,7,4871,c,0
0.57860,0.26629,0.40699,0.11111,0.36752,7,2,266,k,0
0.76895,0.57591,0.24155,0.82609,0.69318,7,2,5934,B,0
0.52419,0.23810,0.39881,1.00000,0.28125,7,6,81,c,0
0.76895,0.57617,0.24140,0.82609,0.69434,7,2,5934,r,0
0.52419,0.23669,0.39645,1.00000,0.27273,7,6,81,c,0
0.57516,0.26498,0.41011,0.11111,0.36441,8,2,56,c,0
0.47377,0.29896,0.52557,0.55319,0.42857,8,5,503,c,0
0.57516,0.26473,0.40973,0.11111,0.36134,8,2,56,c,0
0.53435,0.23464,0.38547,1.00000,0.29412,8,1,86,B,0
0.57572,0.26542,0.40935,0.11111,0.36667,8,2,294,B,0
0.53435,0.23333,0.38333,1.00000,0.28571,8,1,86,c,0
0.57572,0.26517,0.40896,0.11111,0.36364,8,2,294,k,0
0.76721,0.57631,0.24237,0.82609,0.69549,9,2,5017,B,0
0.57682,0.26536,0.40875,0.11111,0.36066,9,9,173,c,0
0.76721,0.57657,0.24222,0.82609,0.69663,9,2,5017,r,0
0.57682,0.26512,0.40837,0.11111,0.35772,9,9,173,c,0
0.57717,0.26438,0.40816,0.11111,0.35484,9,6,120,c,0
0.76694,0.57638,0.24285,0.82609,0.69776,9,8,3457,r,0
0.57717,0.26413,0.40778,0.11111,0.35200,9,6,120,c,0
0.57772,0.26389,0.40741,0.10000,0.35200,10,6,8,c,1
0.54748,0.21379,0.50262,0.18182,0.32432,10,7,18,c,0
0.57772,0.26364,0.40703,0.09091,0.35200,10,6,8,c,1
0.54748,0.21447,0.50218,0.18182,0.33333,10,7,18,r,0
0.57772,0.26340,0.40665,0.08333,0.35200,10,6,8,c,1
0.59615,0.35034,0.40646,0.36364,0.50000,10,2,7856,B,0
0.54801,0.21429,0.50174,0.18182,0.32895,10,6,616,c,0
0.59615,0.34975,0.40577,0.36364,0.48936,10,2,7856,k,0
0.53237,0.22105,0.38421,1.00000,0.27778,10,3,24,c,0
0.61751,0.28531,0.37506,0.57778,0.33981,10,9,1462,c,0
0.53237,0.21990,0.38220,1.00000,0.27027,10,3,24,c,0
0.53571,0.22396,0.38021,1.00000,0.28947,10,2,5,B,0
0.54907,0.21373,0.50130,0.18182,0.32468,10,4,34,c,0
0.53571,0.22798,0.37824,1.00000,0.30769,10,2,5,r,0
0.54907,0.21441,0.50087,0.18182,0.33333,10,4,34,r,0
0.53571,0.22680,0.37629,1.00000,0.30000,10,2,5,c,0
0.54959,0.21422,0.50043,0.18182,0.32911,10,3,285,c,0
0.76619,0.57611,0.24318,0.82609,0.69888,10,4,4355,r,0
0.54959,0.21404,0.50000,0.18182,0.32500,10,3,285,c,0
0.57786,0.26330,0.40642,0.08333,0.35714,10,1,432,B,0
0.55012,0.21472,0.49957,0.18182,0.33333,10,2,570,B,0
0.76640,0.57576,0.24303,0.82609,0.69630,10,3,8325,c,0
0.59524,0.34848,0.40741,0.36364,0.47917,10,8,5825,c,0
0.50000,0.22222,0.55556,0.00000,0.00000,10,9,50,c,0
0.57786,0.26306,0.40605,0.08333,0.35433,10,1,432,c,0
0.55012,0.21453,0.49913,0.18182,0.32927,10,2,570,k,0
0.50000,0.27273,0.54545,0.00000,0.50000,10,7,23,r,0
0.75000,0.16667,0.33333,0.00000,0.00000,10,8,25,c,0
0.57766,0.26258,0.40622,0.08333,0.35156,10,9,199,c,0
0.47288,0.29802,0.52679,0.55319,0.42568,10,10,1681,c,0
0.50000,0.23077,0.53846,0.00000,0.33333,10,5,37,c,0
0.55208,0.21373,0.49785,0.16667,0.32927,10,6,114,c,1
0.76586,0.57600,0.24367,0.82609,0.69742,10,7,1664,r,0
0.55208,0.21355,0.49743,0.15385,0.32927,10,6,114,c,1
0.39421,0.20929,0.56480,0.35714,0.37143,10,10,2012,c,0
0.66667,0.08333,0.33333,0.00000,0.00000,10,3,42,c,0
0.58486,0.34314,0.41667,0.36364,0.48980,10,2,1082,B,0
0.76705,0.57750,0.24237,0.82609,0.69853,10,7,1524,r,0
0.58486,0.34421,0.41599,0.36364,0.50000,10,2,1082,r,0
0.76705,0.57715,0.24222,0.82609,0.69597,10,7,1524,c,0
0.47826,0.20000,0.53333,0.00000,0.50000,10,2,56,B,0
0.61642,0.28452,0.37627,0.57778,0.33898,10,9,5876,c,0
0.47826,0.19355,0.51613,0.00000,0.40000,10,2,56,k,0
0.57143,0.17241,0.41379,0.00000,0.33333,10,1,116,B,0
0.57663,0.25986,0.40591,0.08333,0.35659,10,2,658,B,0
0.47227,0.29705,0.52741,0.54167,0.42568,10,5,3368,c,1
0.57143,0.16667,0.40000,0.00000,0.25000,10,1,116,c,0
0.57663,0.25962,0.40555,0.08333,0.35385,10,2,658,k,0
0.46429,0.21622,0.54054,1.00000,0.40000,10,7,18,r,1
0.54167,0.15152,0.42424,0.00000,0.20000,10,8,29,c,0
0.58559,0.34029,0.41413,0.36364,0.49020,10,4,2313,c,0
0.53846,0.17143,0.42857,0.00000,0.33333,10,6,36,r,0
0.58559,0.33974,0.41346,0.36364,0.48077,10,4,2313,c,0
0.57587,0.25798,0.40514,0.07692,0.35385,10,4,436,c,1
0.55028,0.21172,0.49958,0.15385,0.32530,10,5,592,c,0
0.58929,0.34127,0.40952,0.36364,0.49057,10,10,1498,r,0
0.55079,0.21154,0.49916,0.15385,0.32143,10,4,156,c,0
0.55079,0.21136,0.49875,0.15385,0.31765,10,4,156,c,0
0.76357,0.57524,0.24467,0.83333,0.69597,10,4,3799,r,1
0.59020,0.34073,0.40887,0.36364,0.48148,10,9,2643,c,0
0.76399,0.57574,0.24438,0.83333,0.69708,10,2,1714,B,0
0.45815,0.20268,0.51591,0.33333,0.28000,10,4,137,c,0
0.61523,0.28387,0.37688,0.57778,0.33816,10,5,1012,c,0
0.58980,0.34123,0.40916,0.41667,0.48148,10,7,1146,r,1
0.54545,0.18182,0.45455,0.00000,0.28571,10,9,19,c,0
0.76399,0.57540,0.24423,0.83333,0.69455,10,2,1714,c,0
0.45815,0.20234,0.51505,0.33333,0.27451,10,4,137,c,0
0.61523,0.28380,0.37679,0.57778,0.33735,10,5,1012,c,0
0.59071,0.34227,0.40852,0.41667,0.49091,10,6,2648,r,0
0.55882,0.17778,0.44444,0.00000,0.25000,10,8,46,c,0
0.57688,0.25657,0.40455,0.07692,0.35115,10,5,111,c,0
0.76501,0.57631,0.24337,0.83333,0.69565,10,7,2163,r,0
0.57688,0.25634,0.40420,0.07692,0.34848,10,5,111,c,0
0.52500,0.17308,0.46154,1.00000,0.25000,10,2,51,B,1
0.76542,0.57681,0.24308,0.84000,0.69565,10,5,4381,r,1
0.52500,0.16981,0.45283,0.50000,0.25000,10,2,51,c,1
0.45494,0.20228,0.51876,0.33333,0.28846,9,2,881,B,0
0.38776,0.19048,0.61905,1.00000,0.33333,9,6,51,c,0
0.55494,0.20997,0.49918,0.15385,0.31395,9,8,820,c,0
0.45494,0.20195,0.51792,0.33333,0.28302,9,2,881,k,0
0.48956,0.29920,0.54654,0.50000,0.41667,9,2,2966,B,0
0.53488,0.17544,0.43860,0.50000,0.22222,9,5,155,c,0
0.48956,0.29880,0.54582,0.50000,0.40984,9,2,2966,k,0
0.58369,0.33742,0.41258,0.41667,0.50000,10,2,9331,B,0
0.47020,0.29580,0.52946,0.54167,0.42282,10,8,3843,c,0
0.58369,0.33691,0.41194,0.41667,0.49123,10,2,9331,k,0
0.47081,0.29573,0.52901,0.55102,0.42282,10,3,507,r,1
0.58511,0.33891,0.41185,0.41667,0.50000,10,7,1233,r,0
0.47081,0.29561,0.52880,0.54000,0.42282,10,3,507,c,1
0.76375,0.57659,0.24403,0.84000,0.69675,10,1,3890,B,0
0.57748,0.25623,0.40327,0.07692,0.34586,10,9,202,c,0
0.76375,0.57683,0.24389,0.84000,0.69784,10,1,3890,r,0
0.57748,0.25601,0.40292,0.07692,0.34328,10,9,202,c,0
0.60777,0.38385,0.38864,0.74468,0.50649,8,5,10381,r,0
0.47169,0.29582,0.52854,0.54000,0.42000,8,8,1036,c,0
0.76345,0.57681,0.24406,0.84000,0.69892,8,2,10644,B,0
0.48704,0.29610,0.54675,0.50000,0.40323,8,6,2071,c,0
0.60774,0.38397,0.38836,0.74468,0.50485,8,8,27023,c,0
0.76345,0.57648,0.24392,0.84000,0.69643,8,2,10644,k,0
0.58385,0.33926,0.41481,0.41667,0.50847,7,1,4669,B,0
0.60772,0.38385,0.38823,0.74468,0.50645,7,2,19301,B,0
0.58385,0.34024,0.41420,0.41667,0.51667,7,1,4669,r,0
0.60772,0.38370,0.38807,0.74468,0.50482,7,2,19301,c,0
0.58896,0.34352,0.40757,0.41667,0.52459,6,1,1555,B,0
0.60792,0.38471,0.38748,0.74468,0.50641,6,2,6431,B,0
0.58896,0.34302,0.40698,0.41667,0.51613,6,1,1555,c,0
0.60792,0.38495,0.38733,0.74468,0.50799,6,2,6431,r,0
0.58896,0.34253,0.40639,0.41667,0.50794,6,1,1555,c,0
1.00000,0.33333,0.00000,0.00000,1.00000,7,4,4,r,0
0.58980,0.34348,0.40580,0.41667,0.51563,7,7,263,r,0
1.00000,0.25000,0.00000,0.00000,0.50000,7,4,4,c,0
0.58980,0.34298,0.40521,0.41667,0.50769,7,7,263,c,0
0.76162,0.57520,0.24627,0.84000,0.69751,7,1,5921,B,0
0.60836,0.38568,0.38687,0.75000,0.50799,7,7,15012,r,1
0.76162,0.57487,0.24613,0.84000,0.69504,7,1,5921,c,0
0.60845,0.38547,0.38665,0.75000,0.50637,6,3,9649,c,0
0.83333,0.40000,0.10000,0.00000,0.33333,6,6,57,c,0
0.60845,0.38531,0.38650,0.75000,0.50476,6,3,9649,c,0
0.48936,0.29666,0.53770,0.50000,0.39683,6,5,914,c,0
0.58765,0.34653,0.40594,0.41667,0.51515,6,6,2821,r,0
0.48936,0.29630,0.53704,0.50000,0.39063,6,5,914,c,0
0.58824,0.40000,0.32000,0.00000,0.50000,6,1,256,B,0
0.48854,0.29643,0.53752,0.50000,0.40000,6,2,3505,B,0
0.58824,0.38462,0.30769,0.00000,0.40000,6,1,256,c,0
0.48854,0.29607,0.53686,0.50000,0.39394,6,2,3505,k,0
0.50000,0.19118,0.47059,0.66667,0.22222,7,4,20,r,1
0.58939,0.34540,0.40251,0.41667,0.52239,7,6,1223,r,0
0.50000,0.18841,0.46377,0.50000,0.22222,7,4,20,c,1
0.50943,0.18571,0.45714,0.50000,0.20000,7,3,82,c,0
0.61227,0.28259,0.37922,0.57778,0.33654,7,6,4517,c,0
0.48606,0.29562,0.53893,0.50000,0.40299,7,2,1236,B,0
0.75977,0.57312,0.24845,0.84000,0.69611,7,5,6242,r,0
0.48606,0.29526,0.53827,0.50000,0.39706,7,2,1236,c,0
0.58869,0.34488,0.40305,0.41667,0.52941,7,2,7210,B,0
0.61200,0.28240,0.37941,0.57778,0.33573,7,3,6523,c,0
0.53571,0.20000,0.44000,0.50000,0.18182,7,7,121,c,0
0.58869,0.34440,0.40249,0.41667,0.52174,7,2,7210,k,0
0.48625,0.29532,0.53782,0.55556,0.39706,6,1,377,B,1
0.58846,0.34243,0.40246,0.41667,0.52857,6,2,1160,B,0
0.48625,0.29616,0.53717,0.60000,0.39706,6,1,377,r,1
0.58846,0.34332,0.40191,0.41667,0.53521,6,2,1160,r,0
0.48625,0.29581,0.53653,0.54545,0.39706,6,1,377,c,1
0.58779,0.34235,0.40325,0.38462,0.53521,7,4,2823,c,1
0.61273,0.28283,0.37877,0.58696,0.33573,7,5,2549,r,1
0.58779,0.34189,0.40270,0.35714,0.53521,7,4,2823,c,1
0.58824,0.34274,0.40188,0.35714,0.54167,7,1,2598,B,0
0.53846,0.31481,0.38889,0.00000,0.33333,7,5,60,c,0
0.58824,0.34228,0.40134,0.35714,0.53425,7,1,2598,c,0
0.53425,0.21875,0.44792,0.50000,0.25000,6,2,34,B,0
0.61283,0.28277,0.37899,0.58696,0.33493,6,5,1953,c,0
0.59324,0.29296,0.40334,0.34884,0.37745,6,6,157,r,0
0.53425,0.21649,0.44330,0.50000,0.23077,6,2,34,c,0
0.61283,0.28271,0.37890,0.58696,0.33413,6,5,1953,c,0
0.58647,0.34133,0.40267,0.40000,0.53425,7,2,1140,B,1
0.60000,0.27119,0.38983,0.00000,0.58333,7,6,189,c,0
0.58647,0.34221,0.40213,0.43750,0.53425,7,2,1140,r,1
0.60000,0.26891,0.38655,0.00000,0.53846,7,6,189,c,0
0.46759,0.29467,0.53289,0.54000,0.42384,8,2,3795,B,0
0.58511,0.26016,0.39837,0.00000,0.50000,8,3,1501,c,0
0.46759,0.29455,0.53268,0.54000,0.42105,8,2,3795,k,0
0.58947,0.26613,0.39516,0.00000,0.53333,8,2,1168,B,0
0.59310,0.29241,0.40332,0.34884,0.37561,8,7,516,c,0
0.58947,0.26400,0.39200,0.00000,0.50000,8,2,1168,k,0
0.48087,0.29371,0.53846,0.54545,0.40580,6,2,2358,B,0
0.61267,0.28262,0.37923,0.58696,0.33333,6,3,6516,c,0
0.48087,0.29336,0.53783,0.54545,0.40000,6,2,2358,k,0
0.60886,0.38459,0.38655,0.75000,0.50316,7,4,11745,c,0
0.60204,0.27132,0.37984,0.00000,0.52941,7,6,451,r,0
0.60886,0.38443,0.38640,0.75000,0.50158,7,4,11745,c,0
0.60896,0.38462,0.38658,0.75510,0.50158,7,1,5628,B,1
0.60396,0.27273,0.37879,0.00000,0.50000,7,3,215,c,0
0.54651,0.21739,0.43478,0.50000,0.21429,7,4,20,c,0
0.61284,0.28291,0.37917,0.58696,0.33492,7,7,1224,r,0
0.60896,0.38446,0.38643,0.74000,0.50158,7,1,5628,c,1
0.60396,0.27068,0.37594,0.00000,0.47368,7,3,215,c,0
0.54651,0.21552,0.43103,0.50000,0.20000,7,4,20,c,0
0.54545,0.22034,0.43220,0.50000,0.25000,7,2,85,B,0
0.48105,0.29215,0.53811,0.50000,0.40000,7,3,1919,c,1
0.54545,0.21849,0.42857,0.50000,0.23529,7,2,85,k,0
0.60870,0.27861,0.40299,0.66667,0.36667,9,6,895,c,0
0.61905,0.28058,0.36691,0.00000,0.50000,9,8,270,r,0
0.60870,0.27723,0.40099,0.66667,0.35484,9,6,895,c,0
0.61326,0.28285,0.37894,0.58696,0.33649,9,1,4891,B,0
0.62617,0.27660,0.36170,0.00000,0.47619,9,6,871,c,0
0.61326,0.28279,0.37885,0.58696,0.33570,9,1,4891,c,0
0.60812,0.38441,0.38752,0.74000,0.50314,6,2,24579,B,0
0.46611,0.29353,0.53428,0.54000,0.41830,6,3,2414,c,0
0.84211,0.20000,0.16000,0.00000,0.00000,6,4,58,c,0
0.61329,0.28283,0.37912,0.58696,0.33491,6,6,5341,c,0
0.60812,0.38426,0.38737,0.74000,0.50157,6,2,24579,k,0
0.59253,0.29123,0.40351,0.34884,0.37864,7,3,90,r,0
0.60810,0.38414,0.38725,0.74000,0.50313,7,4,5101,r,0
0.59253,0.29106,0.40327,0.34884,0.37681,7,3,90,c,0
0.46600,0.29371,0.53413,0.54000,0.42208,7,1,1897,B,0
0.75000,0.22857,0.22857,0.00000,0.33333,7,2,46,B,0
0.46600,0.29398,0.53392,0.54000,0.42581,7,1,1897,r,0
0.75000,0.22222,0.22222,0.00000,0.25000,7,2,46,c,0
0.60763,0.38381,0.38730,0.74000,0.50156,7,3,22536,c,0
0.47847,0.29068,0.53984,0.50000,0.39437,7,6,1754,c,0
0.60806,0.38414,0.38685,0.74000,0.50311,7,1,10400,B,0
0.76471,0.20930,0.23256,0.00000,0.20000,7,3,23,c,0
0.60806,0.38438,0.38670,0.74000,0.50464,7,1,10400,r,0
0.76471,0.20455,0.22727,0.00000,0.16667,7,3,23,c,0
0.61312,0.28257,0.37943,0.58696,0.33647,7,1,9791,B,0
0.59167,0.28990,0.40413,0.34884,0.37981,7,2,793,B,0
0.61312,0.28250,0.37934,0.58696,0.33568,7,1,9791,c,0
0.59167,0.28973,0.40390,0.34884,0.37799,7,2,793,k,0
0.46416,0.29361,0.53538,0.54000,0.42949,7,1,885,B,0
0.75856,0.57404,0.24903,0.84615,0.69611,7,4,3534,r,1
0.46416,0.29349,0.53517,0.54000,0.42675,7,1,885,c,0
0.52766,0.20579,0.43087,0.44444,0.22222,7,2,160,B,0
0.60710,0.38308,0.38729,0.74000,0.50309,7,6,26970,c,0
0.52766,0.20513,0.42949,0.44444,0.21053,7,2,160,k,0
0.61200,0.28255,0.37991,0.58696,0.33724,7,1,7349,B,0
0.58896,0.28920,0.40568,0.34884,0.38095,7,2,593,B,0
0.47481,0.28848,0.54037,0.46154,0.39437,7,5,2642,c,1
0.61200,0.28248,0.37982,0.58696,0.33645,7,1,7349,c,0
0.58896,0.28904,0.40545,0.34884,0.37915,7,2,593,k,0
0.52893,0.20807,0.42857,0.44444,0.25000,6,1,143,B,0
0.61167,0.28239,0.38007,0.58696,0.33800,6,2,5880,B,0
0.60697,0.38239,0.38734,0.74000,0.50154,6,4,26990,c,0
0.46430,0.29288,0.53487,0.54000,0.42405,6,5,2669,c,0
0.52893,0.20743,0.42724,0.44444,0.23810,6,1,143,c,0
0.61167,0.28233,0.37998,0.58696,0.33721,6,2,5880,k,0
0.60707,0.38257,0.38751,0.74510,0.50154,5,1,10380,B,1
0.75787,0.57394,0.24959,0.84615,0.69718,5,2,4073,B,0
0.60707,0.38280,0.38737,0.75000,0.50154,5,1,10380,r,1
0.75787,0.57363,0.24945,0.84615,0.69474,5,2,4073,c,0
0.58824,0.28845,0.40676,0.34091,0.37915,5,3,473,c,1
0.60749,0.38274,0.38693,0.73585,0.50154,5,4,26963,c,1
1.00000,1.00000,0.00000,1.00000,0.00000,6,4,59,r,1
0.75765,0.57315,0.24932,0.84615,0.69231,6,5,7079,c,0
0.60714,0.38272,0.38727,0.73585,0.50000,6,4,8991,c,0
0.75862,0.57283,0.24877,0.84615,0.69338,6,6,3539,r,0
0.60714,0.38258,0.38712,0.73585,0.49847,6,4,8991,c,0
0.61218,0.28225,0.37971,0.58696,0.33875,5,1,1546,B,0
0.75881,0.57306,0.24864,0.84615,0.69444,5,4,2793,r,0
0.61218,0.28219,0.37963,0.58696,0.33796,5,1,1546,c,0
0.75796,0.57236,0.24932,0.84615,0.69550,5,1,244,B,0
0.58918,0.28953,0.40702,0.35556,0.37915,5,4,9,r,1
0.75796,0.57259,0.24919,0.84615,0.69655,5,1,244,r,0
0.58918,0.28993,0.40679,0.36957,0.37915,5,4,9,r,1
0.75796,0.57282,0.24905,0.84615,0.69759,5,1,244,r,0
0.58918,0.28977,0.40656,0.36170,0.37915,5,4,9,c,1
0.61245,0.28260,0.37959,0.59574,0.33796,5,1,1893,B,1
0.60784,0.38239,0.38690,0.73585,0.49695,5,3,8713,c,0
0.61245,0.28254,0.37951,0.58333,0.33796,5,1,1893,c,1
0.60784,0.38224,0.38676,0.73585,0.49544,5,3,8713,c,0
0.75810,0.57374,0.24919,0.84615,0.69863,5,2,6213,B,0
0.61236,0.28236,0.37977,0.58333,0.33718,5,4,3452,c,0
0.75810,0.57396,0.24906,0.84615,0.69966,5,2,6213,r,0
0.61236,0.28230,0.37969,0.58333,0.33641,5,4,3452,c,0
0.52518,0.21600,0.44533,0.44444,0.27273,5,1,164,B,0
0.58884,0.28940,0.40747,0.36170,0.37736,5,3,617,c,0
0.52518,0.21543,0.44415,0.44444,0.26087,5,1,164,c,0
0.53169,0.21615,0.44010,0.44444,0.29167,6,1,41,B,0
0.75881,0.57600,0.24800,0.84615,0.70068,6,6,3406,r,0
0.53169,0.21558,0.43896,0.44444,0.28000,6,1,41,c,0
0.60681,0.38201,0.38796,0.73585,0.49697,5,1,11745,B,0
0.65217,0.22835,0.36220,0.00000,0.36364,5,2,44,B,0
0.75781,0.57561,0.24867,0.84615,0.70169,5,3,4653,r,0
0.60681,0.38187,0.38782,0.73585,0.49547,5,1,11745,c,0
0.65217,0.22656,0.35938,0.00000,0.34783,5,2,44,c,0
0.70588,0.37037,0.33333,0.50000,0.00000,4,3,4,c,1
0.60752,0.38282,0.38726,0.73585,0.49699,4,4,1484,r,0
0.70588,0.39286,0.32143,0.66667,0.00000,4,3,4,r,1
0.60752,0.38268,0.38712,0.73585,0.49550,4,4,1484,c,0
0.72222,0.41379,0.31034,0.66667,1.00000,4,2,181,B,0
0.60772,0.38254,0.38698,0.73585,0.49401,4,3,26945,c,0
0.72222,0.40000,0.30000,0.66667,0.50000,4,2,181,k,0
0.61208,0.28258,0.38047,0.59184,0.33641,6,4,1106,r,1
0.60833,0.38294,0.38700,0.74074,0.49401,6,6,5089,r,1
0.61208,0.28251,0.38038,0.58000,0.33641,6,4,1106,c,1
0.65385,0.36585,0.34146,0.66667,0.66667,5,1,75,B,0
0.56840,0.19261,0.39725,0.16667,0.22556,5,4,3644,c,0
0.65385,0.38095,0.33333,0.66667,0.75000,5,1,75,r,0
0.56840,0.19244,0.39691,0.16667,0.22388,5,4,3644,c,0
0.66055,0.23377,0.35065,0.00000,0.37500,4,1,133,B,0
0.56941,0.19297,0.39623,0.16667,0.22963,4,2,12188,B,0
0.66055,0.23226,0.34839,0.00000,0.36000,4,1,133,c,0
