@relation iswinning-final

@attribute 'Play Prior' numeric
@attribute 'Bet Prior' numeric
@attribute 'Fold Prior' numeric
@attribute 'Average Number Of Players' numeric
@attribute 'Beginning Chip Count Vs Table Average' numeric
@attribute 'Is Winning' {0,1}

@data
0.63636,0.05882,0.15686,7.892157,0.9689,0
0.47826,0.06863,0.16667,8.333333,1.3681,0
0.65217,0.06931,0.16832,8.257426,0.0094,0
0.45455,0.07921,0.14851,8.19802,0.0275,1
0.43478,0.06863,0.19608,7.666667,0.1354,1
0.43478,0.06796,0.19417,7.31068,0.0216,1
0.43478,0.09,0.19,7.3,4.9716,1
0.45455,0.09,0.2,7.28,0.8467,0
0.8,0.07,0.16,7.05,0.0062,0
0.52174,0.07767,0.17476,7.116505,1.2374,1
0.6087,0.11765,0.15686,7.313725,0.0232,0
0.43478,0.05825,0.20388,7.708738,0.1563,1
0.66667,0.06863,0.16667,8.931373,0.1161,0
0.43478,0.08738,0.19417,8.15534,5.4194,0
0.56522,0.07,0.21,8.36,0.9524,1
0.43478,0.03846,0.19231,8.721154,0.0066,0
0.68182,0.07921,0.16832,8.792079,1.5709,0
0.52174,0.08738,0.16505,8.961165,0.0357,1
0.69565,0.12871,0.15842,8.831683,0.1606,0
0.26087,0.05882,0.19608,9.068627,0.0447,0
0.36364,0.06,0.18,9.18,0.2855,0
0.41667,0.07767,0.21359,9.242718,0.2442,0
0.56522,0.07,0.16,9.3,0.0958,0
0.43478,0.05825,0.21359,9.252427,2.5905,0
0.26087,0.04,0.22,9.26,0.1844,0
0.63636,0.06863,0.16667,9.333333,0.0245,1
0.52174,0.05,0.16,9.36,4.2572,1
0.47826,0.07767,0.19417,9.320388,0.3165,0
0.3913,0.06,0.21,8.65,1.7341,0
0.63636,0.05941,0.14851,9.663366,0.2791,0
0.57143,0.09804,0.17647,9.686275,2.3513,0
0.68182,0.1165,0.15534,9.679612,0.1468,1
0.68182,0.03922,0.16667,9.647059,0.8261,1
0.61905,0.04,0.17,9.83,0.1488,0
0.68182,0.05882,0.18627,9.333333,3.3883,0
0.54167,0.07692,0.17308,8.480769,0.1948,0
0.7619,0.07,0.18,6.84,0.0917,0
0.43478,0.06931,0.18812,8.683168,1.5344,0
0.63636,0.07,0.14,6.1,1.4983,0
0.52174,0.07767,0.16505,8.699029,0.2381,1
0.40909,0.05941,0.18812,8.673267,1.7458,1
0.80952,0.05941,0.14851,8.693069,0.5902,0
0.73913,0.05825,0.15534,8.873786,2.1896,0
0.52174,0.05,0.17,9.15,2.4387,1
0.81818,0.04,0.15,9.39,0.1089,1
0.73913,0.03922,0.12745,10,0.0606,0
0.43478,0.06,0.21,10,0.1322,0
0.17391,0.04,0.23,10,1.234,0
0.54545,0.05882,0.17647,10,0.2147,1
0.3913,0.04902,0.22549,10,1.5516,0
0.77273,0.03922,0.18627,10,0.5305,1
0.47826,0.04854,0.18447,10,1.5151,1
0.375,0.04902,0.23529,10,2.3983,0
0.54545,0.06,0.17,10,2.1606,1
0.86364,0.05825,0.16505,10,0.0974,1
0.59091,0.08738,0.16505,8.553398,0.5899,0
0.63636,0.07921,0.17822,10,0.0418,0
0.75,0.06863,0.15686,10,0.328,0
0.20833,0.03883,0.23301,10,0.8155,0
0.47826,0.0495,0.21782,10,0.9336,1
0.6087,0.10784,0.16667,9.882353,5.2057,0
0.61905,0.05,0.17,10,1.3902,0
0.6087,0.05825,0.17476,10,1.3909,0
0.59091,0.07921,0.18812,9.811881,0.0812,0
0.3913,0.05941,0.19802,10,0.8826,1
0.63636,0.05825,0.13592,9.097087,0.0906,1
0.59091,0.09901,0.15842,10,0.2998,0
0.5,0.0495,0.18812,10,0.0628,1
0.47826,0.07921,0.21782,9.584158,1.2566,0
0.59091,0.06931,0.15842,9.50495,1.7379,1
0.56522,0.04902,0.18627,9,2.7981,0
0.56522,0.06931,0.16832,8.851485,0.1417,1
0.56522,0.05825,0.19417,8.76699,0.126,0
0.47826,0.04808,0.20192,8.701923,0.0291,0
0.33333,0.05882,0.21569,8.735294,1.409,1
0.72727,0.08,0.14,8.2,0.0904,0
0.30435,0.06863,0.20588,8.431373,1.6051,1
0.71429,0.0396,0.13861,9.118812,0.0492,1
0.34783,0.05825,0.2233,8.495146,1.9943,0
0.56522,0.05825,0.19417,9.019417,3.1084,1
0.47826,0.06931,0.17822,9.158416,0.1573,1
0.78261,0.08654,0.17308,9.25,0.1195,0
0.54545,0.04854,0.17476,9.320388,0.0401,1
0.3913,0.06931,0.20792,9.326733,1.5831,1
0.86364,0.05825,0.1165,9.650485,0.0997,1
0.29167,0.04808,0.22115,9.394231,1.7506,0
0.45833,0.06667,0.2,9.32381,2.1419,0
0.47619,0.05941,0.17822,8.950495,3.05,1
0.65217,0.09709,0.16505,8.650485,0.1353,0
0.26087,0.06,0.23,8.33,1.3834,0
0.9,0.16832,0.12871,3.60396,1.0962,1
0.77273,0.23301,0.1068,5.106796,1.4429,0
0.61905,0.12,0.16,4.92,0.9794,1
1,0.18,0.08,2.76,1.0967,1
1,0.2,0.1,2,0.7981,0
0.95238,0.20588,0.09804,2.294118,1.3278,0
0.77273,0.14563,0.18447,3,1.1845,1
0.86364,0.2,0.07,3,0.035,1
0.90476,0.14563,0.1165,3,1.7801,0
0.3913,0.07767,0.17476,8.07767,0.3064,0
0.7619,0.13592,0.12621,3.184466,1.2321,1
0.72727,0.15686,0.12745,3.176471,0.0354,0
0.85714,0.15,0.11,3.18,1.8471,1
0.80952,0.17,0.12,3.36,1.1449,1
0.68182,0.14706,0.16667,3.352941,0.0325,1
0.90909,0.15842,0.09901,3.346535,1.7231,1
0.7,0.12381,0.14286,3,1.1893,1
0.85714,0.17476,0.08738,3,0.0308,0
0.86364,0.16346,0.11538,3,1.7812,0
0.68182,0.15842,0.11881,3.633663,1.407,0
0.72727,0.13462,0.10577,3.788462,0.0434,1
0.68182,0.125,0.15385,4.192308,0.0235,1
0.7619,0.12745,0.13725,4,2.3556,0
0.63636,0.1165,0.19417,4,1.5748,0
0.71429,0.15686,0.08824,4.039216,0.0171,0
0.71429,0.14,0.12,4.05,0.0479,1
0.7619,0.125,0.15385,4.038462,2.3603,1
0.86364,0.19048,0.12381,3.485714,0.0644,0
0.5,0.1,0.18,4.73,1.4093,1
0.43478,0.07,0.2,6.49,1.0085,0
0.72727,0.1,0.12,5.22,1.8872,1
0.73913,0.09615,0.14423,5.317308,0.0368,0
0.66667,0.09,0.15,5.7,2.6253,0
0.56522,0.06863,0.18627,6.098039,0.0347,1
0.43478,0.07767,0.18447,6.203883,0.9985,0
0.43478,0.08,0.17,8.44,0.5209,0
0.65217,0.09709,0.18447,6.737864,1.5311,0
0.41667,0.06796,0.20388,6.747573,0.8196,0
0.56522,0.08,0.18,7.16,2.761,0
0.52174,0.07843,0.15686,7.705882,0.0332,1
0.63636,0.05941,0.12871,9.752475,0.1666,1
0.43478,0.07767,0.19417,6.747573,1.1657,0
0.45455,0.09804,0.17647,6.235294,0.8987,1
0.68182,0.15,0.14,4.76,1.651,0
0.57143,0.08,0.18,7.22,0.6924,0
0.65217,0.1165,0.13592,6.126214,2.6984,1
0.72727,0.09901,0.14851,6.306931,0.1545,0
0.56522,0.07767,0.16505,6.378641,0.0331,1
0.43478,0.08738,0.20388,6.864078,0.9689,1
0.30435,0.06796,0.21359,7.165049,0.7445,0
0.52174,0.13861,0.16832,7.158416,1.8664,0
0.43478,0.09,0.2,7.17,0.5511,1
0.375,0.07692,0.21154,7.173077,2.2713,0
0.52381,0.06796,0.16505,7.271845,0.0323,1
0.47826,0.05825,0.19417,7.466019,1.3417,0
0.56522,0.05882,0.15686,7.470588,0.1433,0
0.375,0.06796,0.18447,7.339806,0.7033,1
0.56522,0.12,0.17,7.42,1.8249,1
0.33333,0.04902,0.19608,7.490196,0.8703,1
0.5,0.08,0.17,7.47,0.5622,1
0.56522,0.08,0.19,7.65,2.3248,0
0.95,0.09,0.12,7.02,0.0288,0
0.6087,0.06931,0.15842,7.811881,0.0359,1
0.59091,0.06931,0.15842,7.811881,1.3879,0
0.72727,0.05,0.18,9.16,0.1431,0
0.43478,0.07,0.22,9.16,0.7157,1
0.375,0.05769,0.21154,8.980769,0.8674,0
0.30435,0.06931,0.20792,9.049505,0.5447,1
0.5,0.07921,0.17822,9,2.1396,1
0.56522,0.03883,0.15534,8.621359,1.1789,1
0.69565,0.15842,0.14851,8.594059,2.4179,1
0.45455,0.0396,0.17822,7.980198,0.287,1
0.47619,0.09,0.18,7.08,0.586,0
0.5,0.07,0.19,6.98,0.7704,0
0.47826,0.07,0.19,6.91,0.4907,1
0.63636,0.07921,0.14851,6.881188,2.0104,1
0.71429,0.05941,0.16832,6.762376,1.2192,1
0.71429,0.08824,0.13725,7.098039,0.1788,1
0.47826,0.08,0.21,6.99,0.8024,0
0.30435,0.07,0.21,7.37,1.0491,1
0.47826,0.05825,0.18447,7.466019,2.7111,0
0.625,0.08654,0.16346,7.807692,1.6665,1
0.43478,0.1,0.2,7.85,0.2736,1
0.52174,0.05825,0.19417,7.679612,0.0375,0
0.56522,0.07921,0.18812,6.633663,0.2642,1
0.56522,0.09709,0.19417,6.543689,1.2169,0
0.43478,0.09804,0.18627,6.029412,1.6864,1
0.59091,0.1,0.16,7.24,0.6902,1
0.59091,0.14563,0.13592,5.398058,0.4949,1
0.5,0.07767,0.19417,5.456311,0.0642,0
0.59091,0.06931,0.15842,8.613861,0.4416,0
0.77273,0.1165,0.1165,5.368932,0.3825,0
0.68182,0.09804,0.16667,6.333333,0.9303,1
0.52174,0.11538,0.17308,5.240385,2.0814,1
0.77273,0.14706,0.13725,4.676471,0.4422,0
0.80952,0.11538,0.125,4.105769,0.4029,0
0.85,0.1,0.13,4.04,1.6367,1
0.68182,0.13861,0.12871,4,1.6226,1
0.69565,0.125,0.15385,4,0.3725,0
0.86364,0.13,0.09,4,0.3777,1
0.68182,0.1068,0.14563,4,1.6231,0
0.59091,0.11765,0.18627,4,1.6231,0
0.63636,0.14,0.16,4,0.3698,0
0.86364,0.1068,0.12621,4,0.3793,0
0.7619,0.12381,0.12381,4,1.6287,1
0.63636,0.12621,0.16505,4.213592,1.686,1
0.54545,0.07921,0.17822,6.049505,0.3423,0
0.5,0.12745,0.17647,4.794118,0.3923,1
0.7619,0.15,0.14,5.21,0.3942,0
0.6087,0.09709,0.16505,5.572816,1.7911,0
0.52174,0.08911,0.17822,6.188119,1.1921,1
0.5,0.08824,0.19608,5.931373,1.8076,0
0.54545,0.08,0.15,6,0.4614,1
0.375,0.08654,0.18269,6,0.4066,0
0.65217,0.09524,0.12381,6,0.3873,0
0.54545,0.07,0.19,6,1.7903,0
0.47826,0.07921,0.16832,6,1.1337,0
0.52174,0.07921,0.18812,5.90099,1.7937,0
0.56522,0.10577,0.16346,5.403846,0.4575,1
0.77273,0.11765,0.11765,4.558824,0.3737,1
0.80952,0.20192,0.125,2.701923,1.6695,0
1,0.22772,0.0198,2,0.3564,1
1,0.20388,0.12621,2,1.6435,0
1,0.21569,0.05882,2,0.3572,1
1,0.24,0.09,2,1.6431,0
1,0.24,0.06,2,0.3577,1
1,0.23301,0.1165,2,1.6416,0
1,0.23,0.03,2,0.3584,1
1,0.24752,0.12871,2,1.64,0
0.95238,0.22115,0.04808,2.528846,0.2588,1
0.90476,0.22,0.12,4.14,2.1557,0
0.86364,0.13592,0.1165,3.883495,1.0933,1
0.29167,0.04902,0.20588,8.5,0.6696,1
0.68182,0.11538,0.14423,5.509615,1.5095,1
0.3913,0.06931,0.20792,6.405941,0.6034,1
0.61905,0.05825,0.16505,5.951456,0.285,0
0.63636,0.13,0.15,6.07,0.2285,1
0.85,0.19,0.08,6.94,2.4561,1
0.375,0.06796,0.2233,6.951456,1.1278,0
0.47826,0.08824,0.19608,7.068627,0.5366,0
0.57143,0.09,0.14,7.66,0.2081,0
0.59091,0.07921,0.18812,7.039604,0.3798,0
0.56522,0.10784,0.17647,7.039216,0.1439,1
0.59091,0.13861,0.12871,7.29703,3.9737,1
0.72727,0.16667,0.16667,6.95098,1.4297,0
0.54545,0.08911,0.17822,7.089109,0.6888,1
0.66667,0.07692,0.14423,7.153846,0.1484,1
0.3913,0.08,0.22,7.13,0.3617,0
0.59091,0.10891,0.18812,7.316832,0.2946,1
0.47619,0.06,0.18,7.19,0.1185,1
0.52174,0.1068,0.17476,6.495146,3.4743,1
0.6087,0.07921,0.17822,6.19802,1.4928,0
0.59091,0.1,0.16,5.78,0.536,1
0.66667,0.17647,0.13725,4.480392,0.0826,0
0.68182,0.16505,0.13592,4.097087,2.4636,0
0.6087,0.12745,0.17647,4,1.0727,1
0.5,0.12,0.16,4,0.4268,1
0.68182,0.16667,0.14706,4,0.0786,1
0.68182,0.17,0.14,4,2.4243,0
0.80952,0.14,0.12,4,1.0726,0
0.72727,0.17822,0.14851,4,0.4255,0
0.71429,0.14,0.16,4,0.0779,0
0.86364,0.22,0.11,4.31,2.5803,1
0.63636,0.12871,0.15842,4.514851,1.1894,0
0.90476,0.07767,0.18447,7.087379,0.0618,0
0.5,0.10784,0.18627,4.598039,0.4815,1
0.52174,0.12264,0.16038,4.924528,0.0896,0
0.56522,0.14286,0.17143,5,3.0485,0
0.72727,0.08911,0.11881,4.811881,0.0492,1
0.52174,0.09901,0.20792,4.732673,0.5451,1
0.69565,0.16346,0.11538,4.375,0.0994,1
0.59091,0.15842,0.14851,4.346535,3.5149,0
0.72727,0.11881,0.13861,4.643564,0.0589,0
0.45455,0.08911,0.18812,4.861386,0.6801,0
0.45455,0.07,0.18,7.73,0.0924,1
0.66667,0.16832,0.13861,5.534653,0.1233,0
0.66667,0.07843,0.16667,5.558824,0.011,1
0.63636,0.14706,0.15686,5.705882,4.5925,0
0.8,0.07767,0.15534,5.592233,0.0712,0
0.54545,0.07921,0.19802,5.435644,0.9759,0
0.72727,0.10784,0.14706,5.264706,0.0887,1
0.68182,0.10377,0.14151,5.018868,0.0537,0
0.80952,0.11538,0.125,4.990385,0.2992,1
0.59091,0.06,0.19,6.68,2.3613,0
0.68182,0.1068,0.18447,5.427184,3.2926,0
0.54545,0.08738,0.14563,5.786408,0.2507,1
0.5,0.1068,0.17476,7.009709,0.0485,0
0.30435,0.05882,0.20588,6.921569,0.2264,0
0.80952,0.10891,0.15842,7.237624,0.2744,0
0.63636,0.08911,0.14851,7.435644,2.5806,0
0.63636,0.06863,0.19608,7.803922,3.577,0
0.54545,0.07619,0.17143,8.171429,0.1918,1
0.47826,0.06796,0.19417,8.737864,0.0843,1
0.5,0.05941,0.17822,8.108911,0.5653,0
0.47826,0.06931,0.15842,7.930693,0.0488,0
0.47826,0.07843,0.16667,8.490196,0.3231,1
0.56522,0.08738,0.17476,9.669903,0.3469,1
0.56522,0.0495,0.17822,9.70297,0.0652,1
0.81818,0.06863,0.10784,9.823529,0.3193,0
0.65217,0.08571,0.18095,9.761905,4.5906,0
0.40909,0.0495,0.17822,9.732673,0.2878,1
0.36364,0.04,0.21,9.72,0.2306,0
0.3913,0.05769,0.20192,9.634615,0.1486,1
0.375,0.05714,0.2,9.619048,0.7816,0
0.63636,0.07,0.16,9.6,0.3891,0
0.54545,0.07,0.17,7.95,0.0753,0
0.77273,0.07767,0.14563,7.825243,0.3727,0
0.52174,0.09901,0.16832,7.089109,4.8972,0
0.59091,0.06863,0.17647,7.04902,0.3157,1
0.63636,0.07921,0.14851,6.831683,0.7674,0
0.43478,0.06,0.19,9.84,3.2008,0
0.47826,0.08824,0.18627,6.852941,0.1617,1
0.56522,0.10476,0.19048,7.361905,0.2968,0
0.95238,0.10784,0.13725,7.421569,0.251,0
0.6087,0.10784,0.18627,7.45098,0.0459,0
0.52174,0.07767,0.15534,5.776699,1.6145,1
0.63636,0.1,0.2,7.91,2.2637,1
0.66667,0.05,0.18,7.93,0.3228,0
0.54545,0.06,0.17,7.96,1.5266,0
0.47826,0.08824,0.18627,6.137255,1.488,0
0.81818,0.14423,0.125,8.240385,0.0993,0
0.6087,0.06604,0.16981,8.415094,0.0324,0
0.47826,0.05882,0.20588,8.382353,4.1381,0
0.30435,0.05825,0.20388,8.368932,0.1216,1
0.52174,0.03922,0.19608,8.578431,1.5796,1
0.6087,0.08911,0.18812,8.574257,0.2139,0
0.59091,0.07843,0.16667,7.401961,1.1041,0
0.34783,0.05882,0.22549,8.352941,1.1564,0
0.90476,0.09615,0.10577,8.019231,0.0994,1
0.63636,0.06731,0.125,7.682692,0.0483,1
0.6087,0.08654,0.16346,7.096154,1.6231,0
0.68182,0.06863,0.14706,7.039216,0.2272,0
0.43478,0.06,0.2,7.97,0.1287,0
0.40909,0.07,0.22,7.42,1.2567,0
0.43478,0.07921,0.19802,7.564356,1.349,0
0.85714,0.09615,0.14423,7.625,0.1321,1
0.29167,0.07767,0.18447,8.116505,4.4458,1
0.59091,0.11,0.13,7.85,0.0197,0
0.5,0.08824,0.15686,7.931373,0.256,0
0.59091,0.05825,0.14563,8.902913,0.2086,0
0.41667,0.0495,0.20792,8.881188,1.7453,1
0.30435,0.04902,0.20588,9.313725,0.3069,1
0.34783,0.08,0.18,9.13,1.356,1
0.95,0.07,0.14,9.2,0.1696,1
0.34783,0.0396,0.21782,10,0.1293,0
0.3913,0.07,0.21,9.22,1.5031,0
0.59091,0.07692,0.16346,9.615385,0.1117,1
0.34783,0.0495,0.21782,9.861386,0.1711,0
0.43478,0.07,0.21,9.83,0.4692,1
0.68182,0.0495,0.18812,9.712871,0.3803,0
0.56522,0.07767,0.17476,9.601942,2.9894,0
0.3913,0.07843,0.19608,9.401961,1.9705,0
0.3913,0.05,0.2,9.35,0.2233,0
0.34783,0.0495,0.19802,9.346535,2.2658,1
0.43478,0.05,0.19,9.13,0.106,0
0.3913,0.05941,0.20792,8.960396,0.1335,0
0.52174,0.07767,0.14563,7.31068,3.5179,1
0.33333,0.05825,0.19417,8.961165,0.3089,1
0.52174,0.03922,0.17647,9.04902,0.2241,1
0.54167,0.07767,0.17476,9.203883,1.7429,1
0.16667,0.03883,0.23301,9.271845,1.2688,0
0.3913,0.05941,0.20792,9.237624,0.1451,0
0.34783,0.05825,0.21359,9.223301,1.5156,0
0.65217,0.08654,0.13462,9.076923,0.0814,1
0.47826,0.05825,0.20388,8.524272,0.1073,0
0.26087,0.06,0.23,8.02,3.5719,0
0.43478,0.08654,0.19231,7.711538,0.2634,1
0.34783,0.07921,0.22772,6.475248,1.0852,0
0.375,0.07692,0.19231,6.442308,1.313,0
0.625,0.08738,0.15534,6.15534,0.0956,0
0.34783,0.08,0.21,6.07,3.2963,0
0.7619,0.07921,0.14851,7.079208,0.1935,0
0.52174,0.10577,0.16346,6,0.2483,1
0.81818,0.15842,0.11881,4.564356,1.7726,0
0.90909,0.17308,0.10577,4.057692,0.0733,1
0.65217,0.06863,0.17647,7.362745,3.3358,1
0.90476,0.18,0.11,2.88,0.8715,1
1,0.23,0.1,2,1.2615,0
1,0.22772,0.07921,2,0.7391,1
1,0.23077,0.10577,2,1.2609,0
1,0.20588,0.10784,2.088235,0.7503,0
0.95238,0.23762,0.08911,2.336634,1.3394,1
0.71429,0.13592,0.13592,3.116505,0.8179,0
0.80952,0.12871,0.12871,3.722772,0.0464,1
0.80952,0.12621,0.12621,4.019417,1.1483,1
0.63636,0.12871,0.15842,4.534653,2.2503,0
0.78947,0.09901,0.09901,5,0.013,0
0.63636,0.12,0.17,4.9,0.9384,1
0.68182,0.09901,0.18812,5,0.0474,1
0.72727,0.1165,0.15534,5,1.4679,0
0.68182,0.11538,0.16346,5.105769,2.5544,1
0.91304,0.1619,0.08571,5.447619,0.0166,1
0.54545,0.1,0.21,5.48,1.0427,0
0.61905,0.08,0.17,5.53,0.0541,0
0.65217,0.09709,0.14563,5.524272,1.937,1
0.63636,0.08654,0.125,5.596154,0.0228,1
0.72727,0.1068,0.12621,5.582524,0.0256,0
0.5,0.07843,0.20588,5.578431,1.9569,0
0.63636,0.07767,0.15534,5.660194,0.0938,0
0.59091,0.07921,0.17822,5.732673,3.2684,0
0.59091,0.12871,0.16832,5.90099,0.1829,1
0.54167,0.07692,0.19231,7.653846,0.1345,1
0.52174,0.05825,0.19417,9.582524,0.112,1
0.77273,0.11881,0.13861,6.920792,0.0681,1
0.43478,0.05825,0.18447,7,2.1843,1
0.59091,0.13,0.16,7.94,1.3896,0
0.65217,0.07692,0.18269,7.913462,0.0938,0
0.43478,0.06863,0.20588,8.215686,0.1072,0
0.47826,0.05825,0.20388,8.281553,3.5811,0
0.6087,0.08654,0.16346,8.346154,0.2306,1
0.80952,0.07843,0.16667,8.460784,0.1163,0
0.63636,0.06863,0.16667,8.215686,0.0803,1
0.5,0.07,0.21,8.11,2.3328,0
0.59091,0.12,0.17,7.39,1.3192,1
0.61905,0.07,0.2,6.84,3.0105,1
0.59091,0.09,0.17,6.47,0.1856,1
0.56522,0.08738,0.16505,5.786408,0.0864,1
0.68182,0.08824,0.18627,5.617647,1.6842,0
0.63636,0.10577,0.13462,5.548077,1.0521,1
0.6087,0.07843,0.16667,5.696078,2.5996,0
0.66667,0.12,0.17,5.81,0.1682,0
0.57143,0.06731,0.17308,5.884615,0.0284,1
0.6,0.08,0.18,7.5,0.3359,0
0.59091,0.1,0.17,5.86,1.7195,0
0.63636,0.12,0.14,6.09,1.1058,0
0.69565,0.06931,0.15842,6.475248,2.7767,0
0.45455,0.08,0.2,6.48,0.169,0
0.52381,0.06931,0.18812,6.49505,0.0265,0
0.52174,0.06863,0.16667,7.058824,0.3043,1
0.3913,0.07921,0.17822,9.227723,0.282,1
0.47826,0.06863,0.19608,7.460784,1.465,0
0.43478,0.03846,0.20192,8.057692,0.1548,1
0.56522,0.07843,0.19608,7.764706,1.8701,1
0.56522,0.08,0.15,8.33,1.1877,1
0.42857,0.06863,0.18627,8.529412,2.8426,0
0.59091,0.09,0.17,8.54,0.1738,1
0.54545,0.05769,0.20192,8.538462,0.3023,0
0.43478,0.07843,0.18627,8.647059,0.2525,1
0.26087,0.05941,0.21782,8.643564,1.6782,1
0.43478,0.05882,0.21569,8.666667,0.1569,0
0.26087,0.06,0.22,8.66,1.9198,1
0.77273,0.06931,0.13861,8.683168,0.2604,0
0.3913,0.04808,0.20192,10,0.1628,0
0.43478,0.0396,0.18812,8.821782,3.0919,1
0.47826,0.06731,0.20192,9.230769,0.3411,0
0.54545,0.03883,0.17476,9.300971,0.0611,0
0.43478,0.1,0.18,9.58,0.3358,1
0.47826,0.04854,0.21359,9.650485,0.1881,0
0.40909,0.06,0.2,9.79,2.368,1
0.77273,0.08824,0.12745,9.823529,0.3151,0
0.40909,0.05,0.18,9.92,0.0252,0
0.25,0.04902,0.22549,9.666667,2.0643,0
0.52174,0.06796,0.20388,10,2.5795,0
0.43478,0.04854,0.17476,9.650485,0.1042,0
0.77273,0.05825,0.13592,9.543689,0.1434,1
0.52174,0.06931,0.20792,9.455446,0.011,0
0.47826,0.04,0.22,9.48,1.0182,0
0.25,0.04902,0.23529,9.460784,0.8975,0
0.47826,0.0495,0.18812,9.277228,5.6347,0
0.59091,0.09804,0.16667,9.333333,0.0177,1
0.43478,0.06,0.18,9.22,1.4569,1
0.61905,0.07921,0.17822,8.683168,0.0638,0
0.3913,0.06,0.2,9.66,0.0835,0
0.47826,0.05941,0.19802,9.376238,0.0794,0
0.90476,0.17,0.12,9.53,0.1062,0
0.52174,0.03883,0.16505,9.68932,0.0211,0
0.34783,0.05882,0.20588,9.696078,0.0139,1
0.43478,0.09709,0.18447,9.660194,5.9355,1
0.26087,0.02913,0.19417,9.68932,1.0132,1
0.34783,0.07921,0.20792,9.712871,0.8991,1
0.45455,0.04854,0.20388,9.242718,1.4538,0
0.43478,0.07843,0.19608,8.686275,0.0796,1
0.90476,0.07921,0.14851,8.207921,0.1182,1
0.66667,0.06,0.19,7.94,0.01,0
0.5,0.07,0.21,7.91,0.8633,0
0.80952,0.08,0.11,8.39,0.0468,1
0.43478,0.06931,0.20792,7.90099,0.7496,0
0.43478,0.06863,0.17647,7.960784,4.8841,1
0.59091,0.05882,0.16667,7.980392,1.3206,0
0.375,0.05825,0.2233,8.087379,0.0734,1
0.86364,0.1165,0.1165,8.15534,0.0771,0
0.3913,0.06,0.22,8.42,0.0442,1
0.36364,0.06,0.21,8.39,0.8673,0
0.86364,0.05769,0.13462,8.442308,0.0437,0
0.3913,0.05,0.2,8.47,0.774,1
0.54545,0.10891,0.16832,8.50495,5.187,1
0.45455,0.06,0.22,8.69,1.354,0
0.45833,0.05825,0.21359,8.145631,0.1993,1
0.95455,0.25243,0.06796,8.349515,0.0627,0
0.45455,0.08,0.21,7.93,1.15,0
0.63636,0.05941,0.20792,7.772277,0.0578,0
0.375,0.05825,0.2233,7.912621,0.0595,1
0.43478,0.07767,0.21359,7.718447,1.1014,1
0.5,0.05882,0.20588,7.264706,2.2166,1
0.56522,0.10891,0.18812,6.990099,0.3797,1
1,0.27,0.07,6.92,0.1193,1
0.71429,0.07921,0.17822,6.851485,0.099,1
0.59091,0.09,0.21,6.96,0.1051,1
0.3913,0.06931,0.22772,7.356436,1.6768,0
0.52381,0.05825,0.20388,7.582524,2.8816,0
0.69565,0.08571,0.15238,8.285714,3.6016,1
0.41667,0.06,0.2,9.96,0.0644,0
1,0.22,0.12,9.2,0.0985,0
0.52174,0.06,0.2,8.92,0.3663,0
0.63636,0.03922,0.21569,9.460784,0.9794,0
0.69565,0.04,0.19,9.57,0.0922,1
0.3913,0.0495,0.21782,9.524752,0.1066,1
0.16667,0.0396,0.23762,9.168317,1.5485,0
0.40909,0.0396,0.19802,9.089109,2.7001,0
0.72727,0.09,0.11,8.43,0.0652,1
0.3913,0.06863,0.20588,7.441176,1.8081,1
0.36364,0.07921,0.18812,8.19802,0.3904,1
0.45455,0.05941,0.21782,8.059406,1.1048,0
0.71429,0.06,0.15,8.13,0.1108,1
0.40909,0.07921,0.19802,8.178218,0.2314,1
0.80952,0.06863,0.16667,8.382353,2.8734,0
0.3913,0.06,0.23,8.52,1.5619,0
0.65217,0.08738,0.16505,9.145631,0.0462,0
0.3913,0.07921,0.18812,9.29703,1.326,1
0.47826,0.06796,0.16505,9.320388,0.262,0
0.47826,0.1165,0.17476,9.300971,5.4474,0
0.45455,0.0396,0.19802,9.49505,0.0167,1
0.16667,0.04,0.24,9.46,0.6627,0
0.3913,0.05882,0.18627,9.490196,0.1105,0
0.40909,0.06,0.22,9.41,0.8046,0
0.5,0.04808,0.18269,9.461538,1.3856,1
0.6087,0.07767,0.14563,9.194175,0.0598,0
0.56522,0.09709,0.15534,8.533981,5.0207,1
0.34783,0.04808,0.21154,8.403846,0.0114,0
0.34783,0.05882,0.22549,8.117647,0.4689,0
0.6087,0.07843,0.12745,7.196078,1.0736,0
0.30435,0.06,0.22,7.1,0.6288,0
0.54545,0.11,0.18,7.01,0.0779,1
0.47826,0.08,0.16,6.44,0.0834,1
0.56522,0.06796,0.17476,8.339806,2.101,0
0.54545,0.1,0.14,7.2,3.9022,1
0.52174,0.08738,0.16505,7.504854,0.0095,1
0.52174,0.04902,0.17647,8.098039,0.951,0
0.29167,0.05769,0.21154,8.663462,0.423,1
0.26087,0.06,0.22,8.99,0.6402,0
0.56522,0.04854,0.14563,9.029126,1.0876,1
0.63636,0.06863,0.13725,9.666667,0.014,1
0.33333,0.05714,0.19048,9.628571,0.0717,1
0.5,0.04,0.16,9.88,2.0468,1
0.6087,0.16832,0.16832,9.881188,4.6705,0
0.43478,0.04,0.19,9.96,0.0142,1
0.68182,0.04854,0.13592,9.805825,0.0588,1
0.7619,0.06,0.15,10,0.8527,1
0.3913,0.03922,0.21569,9.735294,0.5747,1
0.47826,0.06796,0.20388,9.68932,1.5422,1
0.71429,0.06,0.17,9.61,0.0253,1
0.33333,0.05825,0.2233,9.669903,0.0142,0
