@relation iswinning-final

@attribute 'Play Prior' numeric
@attribute 'Bet Prior' numeric
@attribute 'Fold Prior' numeric
@attribute 'Average Number Of Players' numeric
@attribute 'Beginning Chip Count Vs Table Average' numeric
@attribute 'Is Winning' {0,1}

@data
0.59091,0.07,0.19,7.56,0.5048,0
0.95652,0.2,0.12381,7.704762,0.1639,0
0.45833,0.07692,0.20192,8.846154,1.1289,1
0.41667,0.03883,0.18447,9.019417,2.7601,1
0.47619,0.04,0.18,8.05,0.2764,0
0.57143,0.06,0.17,8.29,0.0231,1
0.63636,0.11,0.14,8.57,0.9915,1
0.71429,0.06731,0.125,8.903846,0.3491,1
0.7,0.05882,0.13725,10,0.6565,0
0.40909,0.0396,0.20792,9.118812,2.4536,1
0.95,0.21782,0.10891,9.633663,0.2259,1
0.47826,0.05769,0.18269,9.596154,0.4214,1
0.68182,0.08911,0.17822,9.732673,1.3081,1
0.63636,0.04808,0.17308,9.798077,0.2635,0
0.5,0.0381,0.17143,9.714286,0.0203,0
0.61905,0.13,0.16,9.68,1.2514,1
0.61905,0.07767,0.16505,9.495146,0.1981,0
0.61905,0.08,0.19,9.44,3.2658,0
0.47826,0.0381,0.2,9.409524,1.1567,1
0.41667,0.03883,0.23301,9.281553,0.1846,1
0.94737,0.125,0.13462,9.211538,0.229,0
0.61905,0.06931,0.17822,9.079208,1.565,0
0.47826,0.05882,0.19608,9.186275,0.5332,0
0.52381,0.06,0.17,9,0.4132,1
0.72727,0.14423,0.13462,9.125,1.2713,0
0.78947,0.07921,0.12871,9.128713,0.225,1
0.5,0.04902,0.18627,9.156863,3.472,1
0.59091,0.05825,0.17476,9.213592,1.2108,0
0.9,0.11538,0.13462,9.288462,0.1629,0
0.3913,0.07,0.21,9.28,0.2958,0
0.59091,0.08738,0.19417,6.825243,0.2216,0
0.5,0.05941,0.18812,9.534653,1.2757,0
0.47826,0.03922,0.16667,9.578431,0.4507,1
0.47826,0.05882,0.17647,9.676471,0.3675,1
0.7619,0.06796,0.12621,9.708738,0.4414,1
0.65,0.0396,0.15842,9.881188,0.7854,0
0.52174,0.03883,0.20388,9.902913,3.6332,0
0.95238,0.08738,0.1068,9.038835,0.0381,0
0.52174,0.0495,0.16832,9.910891,2.3601,1
0.29167,0.04808,0.21154,9.538462,0.2096,0
0.68182,0.07767,0.17476,9.436893,1.0413,1
0.71429,0.08571,0.1619,8.352381,0.122,0
0.59091,0.07,0.18,9.1,0.3073,1
0.36364,0.04808,0.20192,9,0.3892,0
0.61905,0.05941,0.16832,8.009901,2.1832,1
0.73913,0.06667,0.1619,8.180952,0.7266,1
0.43478,0.06796,0.18447,8.029126,3.2632,1
0.71429,0.07,0.17,7.69,0.1839,1
0.52174,0.06796,0.17476,6.38835,0.6062,1
0.52174,0.06863,0.17647,7.519608,0.0679,0
0.68182,0.05825,0.13592,7.339806,0.3473,0
0.7619,0.09901,0.14851,7.09901,0.7499,1
0.3913,0.07843,0.20588,6.990196,3.4958,0
0.5,0.05882,0.20588,7.098039,0.0626,0
0.5,0.07921,0.17822,6.306931,0.3127,0
0.75,0.09901,0.14851,6.207921,0.064,0
0.7619,0.06863,0.11765,6,0.4311,0
0.77273,0.12,0.16,6,0.9174,0
0.80952,0.13725,0.13725,6,4.1901,1
0.47826,0.07843,0.20588,6,0.3419,1
0.47826,0.07921,0.19802,6,0.047,1
0.65217,0.1165,0.15534,6,0.0727,1
0.72727,0.07692,0.14423,6,0.43,0
0.68182,0.09,0.12,5.7,0.8717,1
0.5,0.11,0.19,5.62,3.8906,0
0.66667,0.16667,0.11765,5.54902,0.0524,0
0.43478,0.07692,0.20192,5.605769,0.322,1
0.80952,0.10891,0.10891,5.554455,0.402,1
0.72727,0.07767,0.17476,6.504854,0.0153,0
0.85714,0.10784,0.13725,5.843137,0.9098,1
0.63636,0.06931,0.17822,5.960396,4.166,0
0.7619,0.14,0.16,4.12,0.2805,0
0.80952,0.15686,0.12745,5.901961,0.0548,0
0.68182,0.06796,0.14563,5.912621,0.4196,0
0.8,0.07843,0.15686,6.068627,0.0202,1
0.80952,0.08,0.14,6.07,4.1089,1
0.75,0.09,0.14,6.43,0.7548,0
0.77273,0.13725,0.09804,6.392157,0.0689,1
0.75,0.06,0.17,6.34,0.2365,0
0.80952,0.06931,0.13861,6.445545,0.4849,1
0.85714,0.06796,0.13592,6.281553,0.0301,1
0.63636,0.06863,0.19608,7.5,0.4842,1
0.43478,0.07619,0.20952,6.352381,0.8631,0
0.69565,0.09804,0.12745,6.558824,4.7607,0
0.47826,0.08738,0.19417,7.116505,0.2542,0
0.68182,0.11881,0.12871,6.643564,0.1074,1
0.66667,0.05941,0.15842,6.80198,0.3219,0
0.71429,0.06863,0.18627,6.872549,0.7957,1
0.5,0.08654,0.16346,7.019231,0.9532,1
1,0.05941,0.12871,7.059406,0.0479,0
0.43478,0.06931,0.19802,6.762376,2.3984,0
0.72727,0.12,0.16,6.68,0.486,1
0.80952,0.06,0.11,6.39,0.7481,1
0.73913,0.14563,0.12621,6.407767,0.2924,1
0.77273,0.09,0.13,6.37,1.4058,0
1,0.05825,0.08738,6.330097,0.039,0
0.45455,0.07,0.18,6.75,1.3022,1
0.54545,0.06931,0.19802,6.514851,4.904,0
0.34783,0.06931,0.20792,7.029703,0.2117,0
0.7619,0.05941,0.15842,7.29703,0.2727,1
0.7619,0.10891,0.11881,7.356436,0.1732,1
0.8,0.07843,0.11765,7.294118,0.4866,0
0.95,0.125,0.09615,6.817308,0.0127,0
0.57143,0.09,0.17,5.86,4.5675,1
0.68182,0.1068,0.15534,5.601942,0.1358,0
0.8,0.08,0.15,5.34,0.2056,0
0.90476,0.11429,0.15238,5.180952,0.3789,0
1,0.17822,0.08911,5,0.0192,1
0.61905,0.08,0.17,5.44,4.4067,1
0.61905,0.07843,0.16667,5.617647,0.21,0
0.45455,0.12745,0.17647,5.568627,0.1419,1
0.95238,0.17,0.1,5.74,0.3651,0
0.95,0.07921,0.09901,5.960396,0.0241,0
0.5,0.06931,0.19802,6.39604,0.6202,0
0.5,0.07843,0.19608,5.696078,4.3247,0
0.80952,0.06863,0.12745,5.588235,0.2295,1
0.54545,0.14,0.15,5.54,0.1411,1
0.90909,0.14286,0.15238,5.4,0.3338,0
0.47826,0.08738,0.19417,5.213592,0.5446,0
0.68182,0.08911,0.18812,5,3.8561,1
0.80952,0.18269,0.13462,5,0.0883,0
0.81818,0.08738,0.12621,5,0.2081,1
1,0.1068,0.13592,5,0.317,1
0.63636,0.09804,0.14706,5.176471,0.5465,1
0.43478,0.05882,0.20588,7.735294,0.0695,0
0.36364,0.07843,0.20588,5.460784,4.1115,0
0.54545,0.09901,0.15842,8.128713,0.1474,1
0.81818,0.07692,0.10577,5.730769,0.2277,0
0.90476,0.11765,0.09804,6.029412,0.3674,0
0.52174,0.07,0.21,6.44,0.6496,0
0.5,0.06931,0.18812,6.485149,0.1358,0
0.59091,0.09901,0.18812,7,0.0087,0
0.52174,0.06796,0.17476,7,5.1911,0
0.63636,0.09901,0.17822,7,0.2169,1
0.59091,0.05882,0.18627,6.960784,0.2883,0
0.90909,0.09901,0.11881,6.851485,0.4223,1
0.59091,0.1,0.18,6.21,0.1367,1
0.65217,0.08911,0.16832,6.138614,0.6188,0
0.5,0.09901,0.15842,4.960396,3.7066,1
0.69565,0.07921,0.11881,8.29703,0.0209,1
0.85714,0.19417,0.1068,3.902913,1.1005,1
1,0.21,0.06,2,0.1162,0
1,0.22115,0.09615,2,1.886,1
1,0.22,0.05,2,0.1119,0
0.63636,0.08911,0.16832,8.108911,0.2111,1
0.9,0.16667,0.13725,2.480392,1.8987,0
0.85714,0.14151,0.14151,2.95283,0.1131,0
1,0.20192,0.07692,3,0.9625,0
0.90909,0.13725,0.09804,3,1.9257,1
0.85,0.12745,0.16667,3,0.057,0
0.66667,0.15842,0.11881,3.128713,0.1957,1
1,0.18,0.08,2.37,0.0106,0
1,0.25,0.08,2.28,1.7463,1
0.90476,0.20192,0.11538,2.442308,1.4218,1
0.95,0.18447,0.07767,2.349515,0.0379,0
0.68182,0.14706,0.13725,4.637255,1.7167,1
0.86364,0.1068,0.12621,7.252427,0.0533,1
0.71429,0.12871,0.17822,3.415842,0.566,0
0.71429,0.12,0.17,3.62,0.0292,0
0.81818,0.20388,0.1165,3.456311,0.1407,1
0.68182,0.13462,0.16346,3.480769,0.9535,0
0.71429,0.14563,0.14563,3.466019,0.0062,0
0.43478,0.09709,0.19417,7.242718,0.8689,0
0.72727,0.18,0.15,4.55,0.0642,1
0.63636,0.12745,0.15686,4.480392,0.5124,1
0.85714,0.15094,0.13208,4.575472,3.2565,0
0.69565,0.12621,0.15534,3.563107,1.8068,1
0.90909,0.10476,0.09524,4.742857,0.2908,0
0.77273,0.19,0.12,3.7,0.0852,1
0.72727,0.13462,0.15385,3.817308,0.5474,1
0.68182,0.06796,0.1165,7.990291,4.3107,0
0.59091,0.09901,0.15842,6.762376,2.0303,0
0.6087,0.08738,0.19417,6.834951,0.7351,1
0.61905,0.06,0.16,8.11,1.6768,1
0.81818,0.04902,0.15686,7.539216,0.1615,0
0.6087,0.08,0.18,7.64,0.0406,1
0.47619,0.08824,0.15686,8.303922,0.0153,0
0.43478,0.04808,0.20192,7.865385,0.234,0
0.3913,0.06796,0.19417,9.145631,0.1912,0
0.68182,0.09901,0.16832,6.910891,2.4625,1
0.85714,0.09804,0.13725,6.294118,0.263,0
0.65217,0.06731,0.13462,6.451923,1.9585,0
0.34783,0.05941,0.18812,6.534653,0.0302,1
0.68182,0.07921,0.14851,6.613861,0.438,0
0.375,0.04762,0.2,7.152381,0.0809,1
0.45455,0.08,0.21,7.37,0.2105,1
0.65217,0.11,0.15,7.66,3.6092,1
0.3913,0.05941,0.20792,7.841584,0.2436,0
0.80952,0.04902,0.15686,7.882353,2.3907,0
0.77273,0.05941,0.16832,7.871287,0.3042,0
0.59091,0.09,0.18,9.11,1.9426,0
0.54545,0.06931,0.17822,8.445545,0.4446,1
0.43478,0.06863,0.19608,8.509804,0.0294,0
0.65217,0.05882,0.18627,9.176471,0.0697,0
0.5,0.08824,0.18627,9.352941,0.3607,1
0.59091,0.06796,0.16505,8.912621,2.0334,0
0.77273,0.07,0.17,8.88,0.2587,0
0.45455,0.06931,0.19802,8.881188,0.2096,0
0.56522,0.08738,0.16505,8.436893,3.4327,1
0.56522,0.05825,0.19417,8.165049,0.4092,0
0.34783,0.05882,0.22549,7.843137,2.2527,0
0.82609,0.09709,0.1165,7.68932,0.0707,1
0.40909,0.07692,0.17308,7.875,0.263,0
0.71429,0.1,0.16,8.09,0.2532,0
0.52174,0.04762,0.19048,8.247619,2.0092,1
0.47826,0.05825,0.19417,8.262136,0.2081,1
0.56522,0.04902,0.20588,8.892157,3.2509,0
0.77273,0.06796,0.16505,9.291262,1.1277,0
0.54545,0.06,0.18,9.07,0.3787,0
0.41667,0.06731,0.22115,9.278846,0.1722,0
0.81818,0.1,0.16,9.11,0.0755,1
0.58333,0.04762,0.2,8.933333,0.8425,1
0.375,0.07767,0.20388,9.019417,1.6453,0
0.77273,0.04902,0.16667,8.843137,0.2329,1
0.3913,0.05882,0.18627,8.54902,0.1796,0
0.65217,0.06796,0.15534,8.582524,1.8366,1
0.6087,0.06863,0.20588,8.245098,2.9584,0
0.43478,0.07,0.21,8.37,0.1578,1
0.85714,0.19802,0.12871,7.762376,1.3959,0
0.625,0.08654,0.17308,8.557692,0.0671,0
0.3913,0.04902,0.20588,9.166667,0.1816,1
0.47826,0.08,0.22,8.6,1.6041,0
0.71429,0.05769,0.17308,8.711538,0.2395,1
0.63636,0.06931,0.19802,8.673267,1.7944,1
0.375,0.04902,0.23529,8.627451,0.1739,0
0.52174,0.06931,0.21782,8.544554,2.9182,0
0.7619,0.16667,0.16667,8.107843,1.4097,0
0.65217,0.10577,0.11538,8,0.0579,0
0.52174,0.05825,0.20388,8.019417,0.2375,1
0.47826,0.10784,0.20588,7.892157,1.4567,1
0.5,0.05714,0.18095,7.67619,1.6203,0
0.34783,0.06,0.23,7.7,0.1578,0
0.63636,0.06863,0.19608,7.54902,2.6333,1
0.72727,0.18269,0.13462,7.269231,1.2458,0
0.5,0.12,0.15,7.27,0.0878,1
0.65217,0.07692,0.18269,7.269231,0.2194,1
0.43478,0.08738,0.19417,7.262136,1.4276,1
0.34783,0.05941,0.18812,6.158416,0.3782,1
0.57143,0.05941,0.19802,7.257426,1.5215,0
0.5,0.07843,0.20588,7.568627,2.5135,0
0.61905,0.04,0.17,8.35,0.0303,0
0.68182,0.15842,0.15842,8.425743,1.2951,0
0.69565,0.05882,0.13725,8.745098,0.0145,1
0.36364,0.07,0.22,8.87,1.5688,0
0.54167,0.06667,0.22857,8.809524,0.2383,0
0.3913,0.05941,0.19802,8.772277,0.162,0
0.41667,0.04762,0.20952,9.085714,1.7538,1
0.54545,0.07921,0.18812,9.415842,0.0248,0
0.69565,0.09615,0.17308,9.375,3.3333,0
0.54545,0.05825,0.18447,9.359223,0.0175,0
0.77273,0.07767,0.14563,9.116505,0.0523,1
0.30435,0.05,0.22,8.94,2.176,0
0.54545,0.07,0.17,8.54,2.4684,0
0.45455,0.07,0.19,8.42,0.2291,0
0.45833,0.05882,0.20588,8.235294,0.0262,0
0.5,0.12,0.16,7.3,0.2209,1
0.90909,0.11881,0.09901,6.90099,0.078,1
0.45455,0.06863,0.21569,6.882353,2.5438,0
0.80952,0.07,0.16,6.96,2.5752,0
0.42857,0.07921,0.17822,6.940594,0.0403,1
0.54167,0.06796,0.17476,7.504854,2.5152,0
0.63636,0.1,0.16,6.61,0.0148,1
0.54545,0.07843,0.16667,7.735294,4.037,0
0.3913,0.07843,0.17647,6.039216,0.7807,1
0.5,0.08,0.17,6,0.0124,0
0.47826,0.08824,0.17647,6,0.7836,1
0.56522,0.08738,0.17476,6.048544,1.1715,1
0.47826,0.06863,0.19608,6.039216,0.0095,1
0.52174,0.07843,0.16667,6.039216,3.4139,0
0.90476,0.19802,0.09901,4.574257,1.3502,0
0.47619,0.05882,0.14706,6.333333,0.0088,0
0.52174,0.07767,0.17476,6.446602,0.6992,0
0.56522,0.0495,0.17822,9.089109,2.0254,1
0.54545,0.05941,0.17822,9.178218,0.7494,1
0.63636,0.1165,0.15534,7.038835,1.1667,1
0.69565,0.06863,0.15686,7.117647,0.009,0
0.63636,0.05825,0.17476,7.514563,3.4109,0
0.33333,0.05825,0.21359,8.038835,0.7956,1
0.52174,0.09901,0.18812,7.752475,0.8292,1
0.30435,0.05882,0.18627,8.941176,0.3041,1
0.5,0.04854,0.19417,8.572816,0.7313,0
0.47826,0.07843,0.18627,6.676471,0.43,1
0.34783,0.05941,0.20792,8.60396,1.1493,1
0.3913,0.05941,0.19802,8.594059,0.4291,0
0.54167,0.06796,0.18447,8.592233,1.3976,1
0.68182,0.07,0.17,6.53,0.063,1
0.30435,0.05941,0.22772,8.49505,0.9395,0
0.5,0.07692,0.20192,8.461538,1.2218,0
0.34783,0.05825,0.19417,8.417476,0.2454,1
0.6087,0.06796,0.16505,8.427184,1.514,0
0.26087,0.06,0.23,8.4,0.2791,0
0.52174,0.09901,0.18812,8.60396,0.8986,1
0.5,0.05825,0.16505,8.582524,0.3607,1
0.66667,0.14,0.18,9.77,0.0141,0
0.43478,0.08824,0.19608,9.098039,0.0475,1
0.61905,0.07,0.14,9.48,0.0823,1
0.33333,0.04902,0.20588,9.215686,1.6553,0
0.59091,0.08911,0.18812,9.346535,1.9942,0
0.54545,0.05714,0.1619,9.533333,1.7153,1
0.68182,0.13,0.13,9.7,0.4102,1
0.56522,0.04808,0.18269,9.423077,2.6444,1
0.47826,0.05825,0.20388,9.650485,0.3091,1
0.54545,0.07767,0.19417,9.504854,0.2397,0
0.6087,0.09709,0.19417,9.631068,0.8762,1
0.45455,0.07843,0.18627,8.137255,1.0277,1
0.68182,0.05714,0.14286,9.485714,0.0879,0
0.30435,0.05941,0.20792,9.376238,1.5877,1
0.25,0.04902,0.22549,9.362745,0.3063,0
0.81818,0.12871,0.13861,5.435644,0.0238,1
0.41667,0.04902,0.18627,9.529412,1.7507,1
0.6087,0.05882,0.15686,9.647059,2.7936,1
0.3913,0.0495,0.18812,9.663366,0.3212,1
0.56522,0.03883,0.17476,9.84466,0.2511,1
0.47826,0.06931,0.18812,9.881188,1.611,1
0.33333,0.03883,0.21359,9.834951,0.9342,1
0.68182,0.06796,0.1165,10,0.0828,0
0.29167,0.03922,0.21569,9.960784,1.6542,1
0.41667,0.09804,0.20588,9.95098,0.3178,1
0.59091,0.05882,0.18627,9.176471,0.3014,0
0.52174,0.0495,0.17822,10,0.0123,0
0.58333,0.03846,0.17308,9.846154,1.8145,0
0.54545,0.07,0.18,9.64,2.848,1
0.6087,0.06796,0.18447,9.106796,0.2437,1
0.34783,0.07921,0.19802,9.049505,1.5536,1
0.63636,0.05941,0.15842,8.673267,0.2154,1
0.25,0.05769,0.23077,8.711538,0.2974,0
0.41667,0.06796,0.19417,8.699029,1.5488,1
0.75,0.06796,0.15534,8.291262,0.0063,0
0.77273,0.06931,0.15842,8,1.6621,1
0.65217,0.07921,0.17822,8.049505,2.6298,0
0.56522,0.07767,0.17476,7.776699,0.8801,0
0.3913,0.05,0.2,8.29,0.2338,1
0.375,0.06731,0.22115,8.375,1.4972,0
0.34783,0.07,0.22,8.57,1.5305,0
0.75,0.05714,0.15238,8.561905,0.2165,1
0.20833,0.04902,0.22549,8.588235,0.294,0
0.69565,0.04902,0.16667,8.627451,0.0063,0
0.52174,0.05825,0.17476,8.970874,1.7488,1
0.54545,0.06,0.17,9.04,2.805,1
0.5,0.06,0.16,9.04,0.7358,0
0.7619,0.07,0.15,8.81,0.2507,0
0.63636,0.06,0.17,8.44,0.2359,0
0.81818,0.10891,0.10891,8.39604,0.001,0
0.30435,0.06,0.21,9.18,2.7992,0
0.56522,0.04854,0.15534,8.184466,1.6985,0
0.52174,0.07767,0.18447,8.15534,2.6532,1
0.29167,0.04762,0.20952,8.180952,0.6717,0
0.30435,0.06863,0.19608,8.803922,1.213,1
0.65217,0.04902,0.15686,8.352941,0.2172,1
0.45455,0.05882,0.18627,8.715686,0.1919,0
0.6087,0.04,0.18,8.83,0.8687,1
0.47826,0.05882,0.18627,8.823529,0.0026,1
0.45833,0.06731,0.19231,8.875,2.053,1
0.6087,0.04902,0.19608,8.558824,2.3651,0
0.36364,0.07,0.19,8.25,1.0781,0
0.41667,0.06796,0.18447,8.242718,0.6094,1
0.63636,0.05825,0.15534,8.242718,0.2034,0
0.65217,0.07692,0.17308,7.25,0.8029,0
0.6087,0.06796,0.14563,6.912621,0.0053,1
0.47826,0.10577,0.19231,6.076923,1.9431,0
0.54545,0.12871,0.17822,5.673267,2.277,0
0.5,0.11429,0.14286,5.085714,0.2034,1
0.90909,0.19231,0.11538,3.288462,1.9908,1
0.63636,0.18868,0.15094,3.962264,0.533,1
0.90909,0.24038,0.11538,2.317308,1.5194,1
0.66667,0.1165,0.15534,7.223301,1.7364,0
0.86364,0.21154,0.14423,2.355769,0.392,0
0.7,0.13,0.16,3.66,0.1823,0
0.80952,0.18,0.12,3.47,0.4827,1
0.82609,0.17308,0.11538,3.442308,1.839,1
0.7619,0.13861,0.16832,3.188119,0.1907,0
0.95238,0.19802,0.09901,2.60396,0.5005,1
0.90476,0.24,0.1,2.57,1.8949,1
1,0.24752,0.07921,2,0.4142,1
1,0.22549,0.11765,2,1.5858,0
1,0.23529,0.09804,2,0.4141,0
1,0.22549,0.10784,2,1.5859,1
1,0.22549,0.09804,2,0.4138,0
1,0.28,0.1,2,1.5862,1
1,0.25,0.07,2,0.4136,0
1,0.26471,0.10784,2,1.5862,1
1,0.25,0.08654,2,0.4134,0
1,0.26471,0.09804,2,1.5866,1
0.95238,0.24038,0.09615,2.134615,0.4044,0
0.90476,0.2451,0.12745,2.22549,1.5388,1
0.77273,0.16346,0.125,3.451923,1.3837,0
0.72727,0.15534,0.13592,3,0.3621,1
0.81818,0.17476,0.13592,3,1.391,0
0.77273,0.18627,0.09804,3,1.2469,1
0.77273,0.16505,0.14563,3.339806,0.3929,1
0.72727,0.16832,0.12871,3.39604,1.5311,1
0.77273,0.19802,0.13861,3.544554,1.424,0
0.63636,0.11765,0.16667,5.137255,0.1243,1
0.7619,0.14706,0.10784,4.647059,0.3705,0
0.85714,0.17476,0.08738,3.398058,0.0372,1
1,0.25743,0.09901,2,1.6727,0
1,0.21,0.07,2,0.3225,1
1,0.20192,0.05769,2.403846,0.3032,1
0.8,0.17,0.17,2.48,0.0466,0
0.95238,0.22772,0.10891,3.069307,2.3572,0
0.7619,0.14851,0.09901,3.980198,0.1558,1
0.56522,0.05825,0.19417,8.087379,1.6873,1
0.57143,0.1,0.17,4.19,0.0233,0
0.68182,0.14,0.15,4.78,3.0647,1
0.47826,0.06863,0.18627,7.303922,0.0659,0
0.6087,0.08824,0.16667,4.813725,0.2126,0
0.63636,0.08738,0.18447,5.213592,0.02,0
0.52174,0.1068,0.15534,5.281553,1.8043,1
0.69565,0.13592,0.16505,5.038835,2.9048,1
0.68182,0.1068,0.15534,5,0.1903,0
0.52174,0.11765,0.16667,5,0.0571,1
0.59091,0.11,0.15,4.96,1.8093,1
0.54545,0.08824,0.17647,4.960784,0.0172,0
0.69565,0.15534,0.13592,4.854369,2.8019,1
0.68182,0.07843,0.15686,4.852941,0.1828,1
0.6087,0.05714,0.2,8.771429,1.5123,0
0.77273,0.07843,0.15686,5.72549,0.1467,0
0.52174,0.08824,0.18627,5.862745,1.7929,1
0.47826,0.08654,0.20192,6.394231,0.0568,1
0.72727,0.06863,0.12745,6.715686,1.0016,1
0.61905,0.10891,0.15842,5.29703,0.5648,0
0.69565,0.15385,0.18269,6.721154,2.7277,0
0.52174,0.06667,0.18095,7.419048,1.6695,0
0.69565,0.07692,0.14423,7.403846,0.1242,1
0.56522,0.07843,0.20588,7.176471,1.4555,0
0.3913,0.05941,0.20792,7.079208,0.0444,0
0.56522,0.06863,0.20588,7.088235,0.8904,0
0.47826,0.06863,0.20588,7.098039,0.6691,1
0.54167,0.1165,0.17476,7.038835,2.2846,1
0.81818,0.08654,0.15385,5.759615,0.0265,0
0.81818,0.11,0.12,6.69,0.1015,0
0.40909,0.06,0.21,6.67,1.5502,0
0.34783,0.06931,0.20792,6.772277,1.4059,0
0.5,0.07921,0.14851,6.722772,0.9037,1
0.45455,0.09,0.19,7.04,0.7602,0
0.6087,0.06863,0.16667,7.088235,0.0304,0
0.43478,0.05882,0.18627,7.088235,2.1807,0
0.73913,0.08738,0.14563,7,0.0236,1
0.52174,0.07767,0.19417,6.825243,2.1679,1
0.40909,0.09,0.2,6.64,0.0146,0
0.63636,0.08,0.17,7,1.3549,0
0.45833,0.07767,0.20388,6.650485,1.0208,0
0.68182,0.05941,0.15842,6.990099,0.0364,0
0.63636,0.07,0.14,7.1,2.5904,1
0.65217,0.06796,0.16505,7.475728,0.0282,1
0.43478,0.06,0.22,7.68,2.3777,0
0.68182,0.06863,0.18627,8.656863,1.606,0
0.54545,0.05825,0.16505,8.737864,0.2406,0
0.65217,0.08654,0.19231,8.730769,1.1853,0
0.47826,0.07843,0.18627,7.960784,0.0602,1
0.43478,0.06863,0.18627,8.823529,0.0536,1
0.6087,0.04902,0.19608,8.843137,0.0412,1
0.57143,0.05,0.17,8.9,2.9454,1
0.68182,0.07843,0.18627,8.843137,0.0572,1
0.3913,0.07,0.22,8.73,2.8387,0
0.66667,0.06796,0.16505,8.883495,0.1854,0
0.63636,0.05941,0.16832,8.772277,1.4414,0
0.65217,0.19417,0.18447,9.223301,3.0704,0
0.47826,0.08824,0.18627,8.941176,0.8926,1
0.33333,0.05769,0.22115,8.990385,0.0617,0
0.43478,0.07843,0.19608,9.068627,0.0381,1
0.63636,0.04854,0.18447,9.135922,0.0206,0
0.5,0.04854,0.17476,9.631068,4.5188,1
0.57143,0.03883,0.16505,9.495146,0.0243,0
0.34783,0.06,0.23,9.61,1.1786,0
0.59091,0.08911,0.15842,8.613861,0.115,0
0.5,0.08911,0.16832,7.574257,0.5423,1
0.34783,0.06863,0.17647,8.382353,0.0827,1
0.54545,0.05882,0.16667,6.784314,0.3614,0
0.71429,0.1,0.14,6.35,0.0987,1
0.59091,0.11881,0.17822,6.960396,4.2117,0
0.52174,0.08911,0.17822,7.841584,0.067,1
0.63636,0.09,0.19,8.1,0.4293,1
0.33333,0.03883,0.21359,8.980583,1.0745,0
0.375,0.06731,0.20192,9.634615,0.0498,0
0.26087,0.03883,0.19417,9.398058,0.0595,0
0.20833,0.04902,0.22549,9.578431,0.2671,1
0.56522,0.0495,0.18812,9.613861,0.4268,0
0.43478,0.11,0.18,9.65,0.1303,1
0.47826,0.07921,0.17822,9.871287,2.1302,1
0.5,0.05941,0.16832,9.80198,6.8687,1
0.5,0.08824,0.18627,10,0.0326,1
0.52174,0.04902,0.17647,10,0.1422,0
0.54545,0.06731,0.15385,10,0.3456,0
0.40909,0.06931,0.16832,10,0.013,0
0.52174,0.08,0.2,10,0.0552,1
0.63636,0.0381,0.17143,10,0.1093,0
0.47826,0.05825,0.19417,10,0.1906,1
0.375,0.04902,0.20588,9.843137,0.7043,0
0.45455,0.05882,0.18627,9.784314,0.1649,1
0.33333,0.05825,0.20388,10,1.2787,1
0.56522,0.05825,0.15534,10,6.5695,1
0.45833,0.0495,0.19802,10,0.0215,0
0.30435,0.05769,0.20192,9.923077,1.4108,0
0.81818,0.04902,0.11765,9.686275,0.0978,1
0.20833,0.05825,0.21359,9.660194,0.04,0
0.375,0.03922,0.19608,9.539216,0.1597,0
0.26087,0.05,0.23,9.48,0.7101,0
0.6087,0.06931,0.15842,9.386139,0.1469,0
0.54545,0.04,0.19,9.25,5.6768,1
0.375,0.05825,0.2233,9.291262,1.0953,0
0.5,0.05941,0.19802,9.168317,0.0175,0
0.41667,0.06863,0.18627,9.107843,1.2066,1
0.63636,0.04854,0.15534,8.902913,0.0891,1
0.57143,0.09709,0.15534,8.76699,0.4436,1
0.66667,0.06931,0.16832,8.792079,0.1264,0
0.73913,0.09709,0.13592,8.815534,0.6489,1
0.56522,0.06796,0.19417,8.805825,5.2625,0
0.41667,0.06731,0.18269,8.778846,1.0125,1
0.63636,0.07692,0.17308,8.798077,0.0354,1
0.59091,0.07767,0.17476,8.825243,1.1099,0
0.54545,0.05882,0.17647,6,0.0166,0
0.52174,0.05825,0.19417,9.194175,0.1358,0
0.43478,0.04,0.16,9.51,0.1388,1
0.56522,0.07767,0.15534,9.504854,0.4689,0
0.45833,0.03922,0.19608,9.54902,0.0087,0
0.52174,0.0495,0.19802,9.673267,0.7128,0
0.34783,0.0495,0.20792,9.693069,5.7945,1
0.47826,0.0495,0.18812,9.633663,0.0501,0
0.34783,0.05941,0.20792,9.613861,1.1078,0
0.54167,0.03883,0.18447,9.436893,1.1828,0
0.41667,0.05882,0.16667,9.27451,0.1378,1
0.5,0.06796,0.15534,9.417476,0.0488,0
0.43478,0.05882,0.16667,8.735294,0.4227,0
0.34783,0.05882,0.18627,8.588235,0.0074,0
0.68182,0.08911,0.14851,8.326733,0.5943,1
0.30435,0.05882,0.20588,8.333333,4.5887,1
0.68182,0.19,0.14,9.3,1.8247,1
0.52174,0.06796,0.20388,9.165049,0.3529,0
0.43478,0.06604,0.21698,8.415094,0.8702,0
0.52381,0.05882,0.17647,8.284314,0.8774,0
0.56522,0.03883,0.19417,8.543689,0.1076,0
0.47826,0.09804,0.18627,8.529412,0.3583,1
0.63636,0.05882,0.18627,7.980392,3.9316,1
0.54545,0.06,0.2,7.88,0.224,1
0.45455,0.09,0.19,7.82,0.7299,1
0.56522,0.14851,0.16832,7.851485,1.4847,0
0.47619,0.03922,0.16667,7.823529,0.7811,0
