hand1,hand2,board1,board2,board3,board4,board5,playerCount,position,potSize,Action
-,-,-,-,-,-,-,9,7,264,c
-,-,-,-,-,-,-,10,1,5984,B
-,-,-,-,-,-,-,10,10,182,f
-,-,-,-,-,-,-,10,2,67,B
-,-,-,-,-,-,-,10,3,1120,f
-,-,-,-,-,-,-,10,4,69,f
-,-,-,-,-,-,-,10,5,2518,f
-,-,-,-,-,-,-,10,6,51,f
-,-,-,-,-,-,-,10,7,295,c
-,-,-,-,-,-,-,10,8,2186,f
-,-,-,-,-,-,-,9,8,629,c
-,-,-,-,-,-,-,10,9,924,c
-,-,-,-,-,-,-,9,9,3248,f
-,-,-,-,-,-,-,10,1,5984,c
-,-,-,-,-,-,-,9,1,878,f
-,-,-,-,-,-,-,10,2,67,k
-,-,-,-,-,-,-,9,2,862,k
-,-,3d,Tc,Qd,-,-,10,1,29924,k
-,-,9c,5c,3h,-,-,9,1,878,-
-,-,3d,Tc,Qd,-,-,10,10,913,-
-,-,9c,5c,3h,-,-,9,2,862,k
-,-,3d,Tc,Qd,-,-,10,2,338,k
-,-,9c,5c,3h,-,-,9,3,382,-
-,-,3d,Tc,Qd,-,-,10,3,5602,-
-,-,9c,5c,3h,-,-,9,4,258,k
-,-,3d,Tc,Qd,-,-,10,4,347,-
-,-,9c,5c,3h,-,-,9,5,50,-
-,-,3d,Tc,Qd,-,-,10,5,12592,-
-,-,9c,5c,3h,-,-,9,6,3201,k
-,-,3d,Tc,Qd,-,-,10,6,257,-
-,-,9c,5c,3h,-,-,9,7,264,k
-,-,3d,Tc,Qd,-,-,10,7,1478,b
-,-,9c,5c,3h,-,-,9,8,629,k
-,-,3d,Tc,Qd,-,-,10,8,10931,-
-,-,9c,5c,3h,-,-,9,9,3248,-
-,-,3d,Tc,Qd,-,-,10,9,4624,f
-,-,9c,5c,3h,Ah,-,9,1,326,-
-,-,3d,Tc,Qd,-,-,10,1,29924,f
-,-,9c,5c,3h,Ah,-,9,2,320,b
-,-,3d,Tc,Qd,-,-,10,2,338,f
-,-,9c,5c,3h,Ah,-,9,3,141,-
-,-,-,-,-,-,-,10,1,29924,-
-,-,9c,5c,3h,Ah,-,9,4,95,f
-,-,-,-,-,-,-,10,10,913,-
-,-,9c,5c,3h,Ah,-,9,5,18,-
-,-,-,-,-,-,-,10,2,338,-
-,-,9c,5c,3h,Ah,-,9,6,1189,f
-,-,-,-,-,-,-,10,3,5602,-
-,-,9c,5c,3h,Ah,-,9,7,98,c
-,-,-,-,-,-,-,10,4,347,-
-,-,9c,5c,3h,Ah,-,9,8,233,f
-,-,-,-,-,-,-,10,5,12592,-
-,-,9c,5c,3h,Ah,-,9,9,1206,-
-,-,-,-,-,-,-,10,6,257,-
-,-,9c,5c,3h,Ah,Ad,9,1,167,-
-,-,-,-,-,-,-,10,7,1478,-
-,-,9c,5c,3h,Ah,Ad,9,2,164,b
-,-,-,-,-,-,-,10,8,10931,-
-,-,9c,5c,3h,Ah,Ad,9,3,73,-
-,-,-,-,-,-,-,10,9,4624,-
-,-,9c,5c,3h,Ah,Ad,9,4,49,-
-,-,-,-,-,-,-,10,1,3324,-
-,-,9c,5c,3h,Ah,Ad,9,5,9,-
-,-,-,-,-,-,-,10,10,101,-
-,-,9c,5c,3h,Ah,Ad,9,6,612,-
-,-,-,-,-,-,-,10,2,37,-
-,-,9c,5c,3h,Ah,Ad,9,7,50,f
-,-,-,-,-,-,-,10,3,622,-
-,-,9c,5c,3h,Ah,Ad,9,8,120,-
-,-,-,-,-,-,-,10,4,38,-
-,-,9c,5c,3h,Ah,Ad,9,9,621,-
-,-,-,-,-,-,-,10,5,1399,-
-,-,-,-,-,-,-,9,1,238,B
-,-,-,-,-,-,-,10,6,28,-
Td,7d,-,-,-,-,-,9,2,105,B
-,-,-,-,-,-,-,10,7,164,-
-,-,-,-,-,-,-,9,3,71,f
-,-,-,-,-,-,-,10,8,1214,-
2s,As,-,-,-,-,-,9,4,13,c
-,-,-,-,-,-,-,10,9,513,-
-,-,-,-,-,-,-,9,5,885,f
-,-,-,-,-,-,-,10,1,35,B
-,-,-,-,-,-,-,10,10,3149,f
-,-,-,-,-,-,-,9,6,72,f
-,-,-,-,-,-,-,10,2,589,B
-,-,-,-,-,-,-,10,3,36,f
-,-,-,-,-,-,-,10,4,1325,f
-,-,-,-,-,-,-,9,7,173,c
-,-,-,-,-,-,-,10,5,27,f
-,-,-,-,-,-,-,9,8,898,f
-,-,-,-,-,-,-,10,6,155,r
-,-,-,-,-,-,-,9,9,243,r
-,-,-,-,-,-,-,10,7,1150,c
-,-,-,-,-,-,-,9,1,238,f
-,-,-,-,-,-,-,10,8,486,f
Td,7d,-,-,-,-,-,9,2,105,c
-,-,-,-,-,-,-,10,9,96,f
2s,As,-,-,-,-,-,9,4,13,c
-,-,-,-,-,-,-,10,1,35,f
-,-,-,-,-,-,-,9,7,173,c
-,-,-,-,-,-,-,10,2,589,f
-,-,Ad,Qc,Jh,-,-,9,1,81,-
-,-,Js,Ac,4d,-,-,10,1,12,-
Td,7d,Ad,Qc,Jh,-,-,9,2,36,k
-,-,Js,Ac,4d,-,-,10,10,1129,-
-,-,Ad,Qc,Jh,-,-,9,3,24,-
-,-,Js,Ac,4d,-,-,10,2,211,-
2s,As,Ad,Qc,Jh,-,-,9,4,4,b
-,-,Js,Ac,4d,-,-,10,3,13,-
-,-,Ad,Qc,Jh,-,-,9,5,303,-
-,-,Js,Ac,4d,-,-,10,4,475,-
-,-,Ad,Qc,Jh,-,-,9,6,24,-
-,-,Js,Ac,4d,-,-,10,5,9,-
-,-,Ad,Qc,Jh,-,-,9,7,59,Q
-,-,Js,Ac,4d,-,-,10,6,55,b
-,-,Ad,Qc,Jh,-,-,9,8,308,-
-,-,Js,Ac,4d,-,-,10,7,412,c
-,-,Ad,Qc,Jh,-,-,9,9,83,f
-,-,Js,Ac,4d,-,-,10,8,174,-
Td,7d,Ad,Qc,Jh,-,-,9,2,36,c
-,-,Js,Ac,4d,-,-,10,9,34,-
-,-,Ad,Qc,Jh,Qs,-,9,1,81,-
-,-,Js,Ac,4d,8h,-,10,1,337,-
Td,7d,Ad,Qc,Jh,Qs,-,9,2,36,k
-,-,Js,Ac,4d,8h,-,10,10,29923,-
-,-,Ad,Qc,Jh,Qs,-,9,3,24,-
-,-,Js,Ac,4d,8h,-,10,2,5602,-
2s,As,Ad,Qc,Jh,Qs,-,9,4,4,k
-,-,Js,Ac,4d,8h,-,10,3,347,-
-,-,Ad,Qc,Jh,Qs,-,9,5,303,-
-,-,Js,Ac,4d,8h,-,10,4,12592,-
-,-,Ad,Qc,Jh,Qs,-,9,6,24,-
-,-,Js,Ac,4d,8h,-,10,5,257,-
-,-,Ad,Qc,Jh,Qs,-,9,7,59,-
-,-,Js,Ac,4d,8h,-,10,6,1481,b
-,-,Ad,Qc,Jh,Qs,-,9,8,308,-
-,-,Js,Ac,4d,8h,-,10,7,10931,f
-,-,Ad,Qc,Jh,Qs,-,9,9,83,-
-,-,Js,Ac,4d,8h,-,10,8,4623,-
-,-,Ad,Qc,Jh,Qs,8s,9,1,81,-
-,-,Js,Ac,4d,8h,-,10,9,913,-
Td,7d,Ad,Qc,Jh,Qs,8s,9,2,36,k
-,-,-,-,-,-,-,10,1,6,-
-,-,Ad,Qc,Jh,Qs,8s,9,3,24,-
-,-,-,-,-,-,-,10,10,575,-
2s,As,Ad,Qc,Jh,Qs,8s,9,4,4,k
-,-,-,-,-,-,-,10,2,107,-
-,-,Ad,Qc,Jh,Qs,8s,9,5,303,-
-,-,-,-,-,-,-,10,3,6,-
-,-,Ad,Qc,Jh,Qs,8s,9,6,24,-
-,-,-,-,-,-,-,10,4,242,-
-,-,Ad,Qc,Jh,Qs,8s,9,7,59,-
-,-,-,-,-,-,-,10,5,4,-
-,-,Ad,Qc,Jh,Qs,8s,9,8,308,-
-,-,-,-,-,-,-,10,6,28,-
-,-,Ad,Qc,Jh,Qs,8s,9,9,83,-
-,-,-,-,-,-,-,10,7,210,-
9h,5d,-,-,-,-,-,8,1,614,B
-,-,-,-,-,-,-,10,8,88,-
-,-,-,-,-,-,-,8,2,419,B
-,-,-,-,-,-,-,10,9,17,-
-,-,-,-,-,-,-,8,3,91,f
-,-,-,-,-,-,-,10,1,228,B
-,-,-,-,-,-,-,8,4,5201,f
-,-,-,-,-,-,-,10,10,13,c
-,-,-,-,-,-,-,8,5,428,f
-,-,-,-,-,-,-,10,2,14,B
-,-,-,-,-,-,-,8,6,5278,f
-,-,-,-,-,-,-,10,3,513,c
-,-,-,-,-,-,-,8,7,1426,f
-,-,-,-,-,-,-,10,4,10,f
3c,3d,-,-,-,-,-,8,8,1403,c
-,-,-,-,-,-,-,10,5,61,f
9h,5d,-,-,-,-,-,8,1,614,c
-,-,-,-,-,-,-,10,6,445,r
-,-,-,-,-,-,-,8,2,419,K
-,-,-,-,-,-,-,10,7,188,f
-,-,-,-,-,-,-,8,2,419,Q
-,-,-,-,-,-,-,10,8,37,f
9h,5d,7c,4s,5h,-,-,8,1,245,k
-,-,-,-,-,-,-,10,9,1221,c
-,-,7c,4s,5h,-,-,8,2,167,-
-,-,-,-,-,-,-,10,1,228,c
-,-,7c,4s,5h,-,-,8,3,36,-
-,-,-,-,-,-,-,10,2,14,f
-,-,7c,4s,5h,-,-,8,4,2080,-
-,-,-,-,-,-,-,10,3,513,c
-,-,7c,4s,5h,-,-,8,5,171,-
-,-,6d,Ah,Jh,-,-,10,1,228,k
-,-,7c,4s,5h,-,-,8,6,2111,-
-,-,6d,Ah,Jh,-,-,10,10,13,k
-,-,7c,4s,5h,-,-,8,7,570,-
-,-,6d,Ah,Jh,-,-,10,2,14,-
3c,3d,7c,4s,5h,-,-,8,8,561,b
-,-,6d,Ah,Jh,-,-,10,3,513,k
9h,5d,7c,4s,5h,-,-,8,1,245,c
-,-,6d,Ah,Jh,-,-,10,4,10,-
9h,5d,7c,4s,5h,4h,-,8,1,245,k
-,-,6d,Ah,Jh,-,-,10,5,61,-
-,-,7c,4s,5h,4h,-,8,2,167,-
-,-,6d,Ah,Jh,-,-,10,6,445,k
-,-,7c,4s,5h,4h,-,8,3,36,-
-,-,6d,Ah,Jh,-,-,10,7,188,-
-,-,7c,4s,5h,4h,-,8,4,2080,-
-,-,6d,Ah,Jh,-,-,10,8,37,-
-,-,7c,4s,5h,4h,-,8,5,171,-
-,-,6d,Ah,Jh,-,-,10,9,1221,k
-,-,7c,4s,5h,4h,-,8,6,2111,-
-,-,6d,Ah,Jh,Ts,-,10,1,5601,k
-,-,7c,4s,5h,4h,-,8,7,570,-
-,-,6d,Ah,Jh,Ts,-,10,10,336,f
3c,3d,7c,4s,5h,4h,-,8,8,561,k
-,-,6d,Ah,Jh,Ts,-,10,2,347,-
9h,5d,7c,4s,5h,4h,7d,8,1,87,k
-,-,6d,Ah,Jh,Ts,-,10,3,12592,k
-,-,7c,4s,5h,4h,7d,8,2,59,-
-,-,6d,Ah,Jh,Ts,-,10,4,257,-
-,-,7c,4s,5h,4h,7d,8,3,13,-
-,-,6d,Ah,Jh,Ts,-,10,5,1494,-
-,-,7c,4s,5h,4h,7d,8,4,743,-
-,-,6d,Ah,Jh,Ts,-,10,6,10919,b
-,-,7c,4s,5h,4h,7d,8,5,61,-
-,-,6d,Ah,Jh,Ts,-,10,7,4623,-
-,-,7c,4s,5h,4h,7d,8,6,754,-
-,-,6d,Ah,Jh,Ts,-,10,8,913,-
-,-,7c,4s,5h,4h,7d,8,7,203,-
-,-,6d,Ah,Jh,Ts,-,10,9,29923,f
3c,3d,7c,4s,5h,4h,7d,8,8,200,b
-,-,6d,Ah,Jh,Ts,-,10,1,5601,f
9h,5d,7c,4s,5h,4h,7d,8,1,87,c
-,-,6d,Ah,Jh,Ts,-,10,3,12592,f
2c,Tc,-,-,-,-,-,7,1,73,B
-,-,-,-,-,-,-,10,1,116,-
-,-,-,-,-,-,-,7,2,4161,f
-,-,-,-,-,-,-,10,10,7,-
Td,Qh,-,-,-,-,-,7,3,342,c
-,-,-,-,-,-,-,10,2,7,-
-,-,-,-,-,-,-,7,4,4223,c
-,-,-,-,-,-,-,10,3,262,-
-,-,-,-,-,-,-,7,5,1141,f
-,-,-,-,-,-,-,10,4,5,-
-,-,-,-,-,-,-,7,6,1120,f
-,-,-,-,-,-,-,10,5,31,-
6s,Ah,-,-,-,-,-,7,7,494,c
-,-,-,-,-,-,-,10,6,227,-
2c,Tc,-,-,-,-,-,7,1,73,k
-,-,-,-,-,-,-,10,7,96,-
2c,Tc,9c,Kd,Ac,-,-,7,1,21,k
-,-,-,-,-,-,-,10,8,19,-
-,-,9c,Kd,Ac,-,-,7,2,1223,-
-,-,-,-,-,-,-,10,9,623,-
Td,Qh,9c,Kd,Ac,-,-,7,3,100,k
-,-,-,-,-,-,-,10,1,69,B
-,-,9c,Kd,Ac,-,-,7,4,1242,k
-,-,-,-,-,-,-,10,10,1119,f
-,-,9c,Kd,Ac,-,-,7,5,335,-
-,-,-,-,-,-,-,10,2,2517,B
-,-,9c,Kd,Ac,-,-,7,6,329,-
-,-,-,-,-,-,-,10,3,51,f
6s,Ah,9c,Kd,Ac,-,-,7,7,145,b
-,-,-,-,-,-,-,10,4,298,f
2c,Tc,9c,Kd,Ac,-,-,7,1,21,c
-,-,-,-,-,-,-,10,5,2187,f
Td,Qh,9c,Kd,Ac,-,-,7,3,100,c
-,-,-,-,-,-,-,10,6,924,c
-,-,9c,Kd,Ac,-,-,7,4,1242,f
-,-,-,-,-,-,-,10,7,182,f
2c,Tc,9c,Kd,Ac,5s,-,7,1,21,k
-,-,-,-,-,-,-,10,8,5983,f
-,-,9c,Kd,Ac,5s,-,7,2,1223,-
-,-,-,-,-,-,-,10,9,66,c
Td,Qh,9c,Kd,Ac,5s,-,7,3,100,k
-,-,-,-,-,-,-,10,1,69,c
-,-,9c,Kd,Ac,5s,-,7,4,1242,-
-,-,-,-,-,-,-,10,2,2517,k
-,-,9c,Kd,Ac,5s,-,7,5,335,-
-,-,Ks,Js,8d,-,-,10,1,69,k
-,-,9c,Kd,Ac,5s,-,7,6,329,-
-,-,Ks,Js,8d,-,-,10,10,1119,-
6s,Ah,9c,Kd,Ac,5s,-,7,7,145,k
-,-,Ks,Js,8d,-,-,10,2,2517,k
2c,Tc,9c,Kd,Ac,5s,8d,7,1,21,k
-,-,Ks,Js,8d,-,-,10,3,51,-
-,-,9c,Kd,Ac,5s,8d,7,2,1223,-
-,-,Ks,Js,8d,-,-,10,4,298,-
Td,Qh,9c,Kd,Ac,5s,8d,7,3,100,k
-,-,Ks,Js,8d,-,-,10,5,2187,-
-,-,9c,Kd,Ac,5s,8d,7,4,1242,-
-,-,Ks,Js,8d,-,-,10,6,924,k
-,-,9c,Kd,Ac,5s,8d,7,5,335,-
-,-,Ks,Js,8d,-,-,10,7,182,-
-,-,9c,Kd,Ac,5s,8d,7,6,329,-
-,-,Ks,Js,8d,-,-,10,8,5983,-
6s,Ah,9c,Kd,Ac,5s,8d,7,7,145,k
-,-,Ks,Js,8d,-,-,10,9,66,k
-,-,-,-,-,-,-,7,1,80,B
-,-,Ks,Js,8d,7c,-,10,1,346,b
-,-,-,-,-,-,-,7,2,4623,B
-,-,Ks,Js,8d,7c,-,10,10,5596,-
-,-,-,-,-,-,-,7,3,379,c
-,-,Ks,Js,8d,7c,-,10,2,12587,f
-,-,-,-,-,-,-,7,4,4692,f
-,-,Ks,Js,8d,7c,-,10,3,257,-
-,-,-,-,-,-,-,7,5,1267,f
-,-,Ks,Js,8d,7c,-,10,4,1494,-
-,-,-,-,-,-,-,7,6,1245,f
-,-,Ks,Js,8d,7c,-,10,5,10938,-
-,-,-,-,-,-,-,7,7,551,c
-,-,Ks,Js,8d,7c,-,10,6,4623,f
-,-,-,-,-,-,-,7,1,80,f
-,-,Ks,Js,8d,7c,-,10,7,913,-
-,-,-,-,-,-,-,7,2,4623,k
-,-,Ks,Js,8d,7c,-,10,8,29919,-
-,-,Jd,Ah,4c,-,-,7,1,80,-
-,-,Ks,Js,8d,7c,-,10,9,332,f
-,-,Jd,Ah,4c,-,-,7,2,4623,k
-,-,-,-,-,-,-,10,1,38,-
-,-,Jd,Ah,4c,-,-,7,3,379,k
-,-,-,-,-,-,-,10,10,621,-
-,-,Jd,Ah,4c,-,-,7,4,4692,-
-,-,-,-,-,-,-,10,2,1398,-
-,-,Jd,Ah,4c,-,-,7,5,1267,-
-,-,-,-,-,-,-,10,3,28,-
-,-,Jd,Ah,4c,-,-,7,6,1245,-
-,-,-,-,-,-,-,10,4,166,-
-,-,Jd,Ah,4c,-,-,7,7,551,k
-,-,-,-,-,-,-,10,5,1215,-
-,-,Jd,Ah,4c,9d,-,7,1,361,-
-,-,-,-,-,-,-,10,6,513,-
-,-,Jd,Ah,4c,9d,-,7,2,20807,k
-,-,-,-,-,-,-,10,7,101,-
-,-,Jd,Ah,4c,9d,-,7,3,1707,b
-,-,-,-,-,-,-,10,8,3324,-
-,-,Jd,Ah,4c,9d,-,7,4,21114,-
-,-,-,-,-,-,-,10,9,36,-
-,-,Jd,Ah,4c,9d,-,7,5,5705,-
-,-,-,-,-,-,-,10,1,2097,B
-,-,Jd,Ah,4c,9d,-,7,6,5602,-
-,-,-,-,-,-,-,10,10,58,f
-,-,Jd,Ah,4c,9d,-,7,7,2481,f
-,-,-,-,-,-,-,10,2,42,B
-,-,Jd,Ah,4c,9d,-,7,2,20807,f
-,-,-,-,-,-,-,10,3,249,c
-,-,-,-,-,-,-,7,1,45,-
-,-,-,-,-,-,-,10,4,1823,c
-,-,-,-,-,-,-,7,2,2600,-
-,-,-,-,-,-,-,10,5,770,c
-,-,-,-,-,-,-,7,3,213,-
-,-,-,-,-,-,-,10,6,152,f
-,-,-,-,-,-,-,7,4,2639,-
-,-,-,-,-,-,-,10,7,4986,f
-,-,-,-,-,-,-,7,5,713,-
-,-,-,-,-,-,-,10,8,55,f
-,-,-,-,-,-,-,7,6,700,-
-,-,-,-,-,-,-,10,9,932,f
-,-,-,-,-,-,-,7,7,310,-
-,-,-,-,-,-,-,10,1,2097,c
-,-,-,-,-,-,-,7,1,20806,B
-,-,-,-,-,-,-,10,2,42,k
-,-,-,-,-,-,-,7,2,1709,B
-,-,6c,Ks,8c,-,-,10,1,12586,k
-,-,-,-,-,-,-,7,3,21114,f
-,-,6c,Ks,8c,-,-,10,10,349,-
-,-,-,-,-,-,-,7,4,5705,f
-,-,6c,Ks,8c,-,-,10,2,257,k
-,-,-,-,-,-,-,7,5,5602,r
-,-,6c,Ks,8c,-,-,10,3,1494,b
-,-,-,-,-,-,-,7,6,2480,f
-,-,6c,Ks,8c,-,-,10,4,10938,f
-,-,-,-,-,-,-,7,7,360,f
-,-,6c,Ks,8c,-,-,10,5,4622,f
-,-,-,-,-,-,-,7,1,20806,f
-,-,6c,Ks,8c,-,-,10,6,913,-
-,-,-,-,-,-,-,7,2,1709,f
-,-,6c,Ks,8c,-,-,10,7,29919,-
-,-,-,-,-,-,-,7,1,20806,-
-,-,6c,Ks,8c,-,-,10,8,331,-
-,-,-,-,-,-,-,7,2,1709,-
-,-,6c,Ks,8c,-,-,10,9,5596,-
-,-,-,-,-,-,-,7,3,21114,-
-,-,-,-,-,-,-,7,4,5705,-
-,-,6c,Ks,8c,-,-,10,1,12586,f
-,-,-,-,-,-,-,7,5,5602,-
-,-,-,-,-,-,-,7,6,2480,-
-,-,6c,Ks,8c,-,-,10,2,257,f
-,-,-,-,-,-,-,7,7,360,-
-,-,-,-,-,-,-,7,1,20806,-
-,-,-,-,-,-,-,10,1,12586,-
-,-,-,-,-,-,-,7,2,1709,-
-,-,-,-,-,-,-,7,3,21114,-
-,-,-,-,-,-,-,10,10,349,-
-,-,-,-,-,-,-,7,4,5705,-
-,-,-,-,-,-,-,7,5,5602,-
-,-,-,-,-,-,-,10,2,257,-
-,-,-,-,-,-,-,7,6,2480,-
-,-,-,-,-,-,-,7,7,360,-
-,-,-,-,-,-,-,10,3,1494,-
-,-,-,-,-,-,-,7,1,3467,-
-,-,-,-,-,-,-,7,2,284,-
-,-,-,-,-,-,-,10,4,10938,-
-,-,-,-,-,-,-,7,3,3519,-
-,-,-,-,-,-,-,10,5,4622,-
-,-,-,-,-,-,-,7,4,950,-
-,-,-,-,-,-,-,10,6,913,-
-,-,-,-,-,-,-,7,5,933,-
-,-,-,-,-,-,-,10,7,29919,-
-,-,-,-,-,-,-,7,6,413,-
-,-,-,-,-,-,-,10,8,331,-
-,-,-,-,-,-,-,7,7,60,-
-,-,-,-,-,-,-,10,9,5596,-
-,-,-,-,-,-,-,7,1,379,B
4h,2h,-,-,-,-,-,7,2,4692,B
-,-,-,-,-,-,-,10,1,1144,-
-,-,-,-,-,-,-,7,3,1267,f
5d,Jd,-,-,-,-,-,7,4,1245,c
-,-,-,-,-,-,-,10,10,31,-
-,-,-,-,-,-,-,7,5,551,f
Jh,5h,-,-,-,-,-,7,6,80,c
-,-,-,-,-,-,-,10,2,23,-
-,-,-,-,-,-,-,7,7,4623,f
-,-,-,-,-,-,-,7,1,379,f
-,-,-,-,-,-,-,10,3,135,-
4h,2h,-,-,-,-,-,7,2,4692,k
-,-,-,-,-,-,-,10,4,994,-
-,-,7s,3s,8s,-,-,7,1,379,-
-,-,-,-,-,-,-,10,5,420,-
4h,2h,7s,3s,8s,-,-,7,2,4692,k
-,-,-,-,-,-,-,10,6,83,-
-,-,7s,3s,8s,-,-,7,3,1267,-
-,-,-,-,-,-,-,10,7,2719,-
5d,Jd,7s,3s,8s,-,-,7,4,1245,k
-,-,-,-,-,-,-,10,8,30,-
-,-,7s,3s,8s,-,-,7,5,551,-
-,-,-,-,-,-,-,10,9,508,-
Jh,5h,7s,3s,8s,-,-,7,6,80,k
Qh,Th,-,-,-,-,-,10,1,10,B
-,-,7s,3s,8s,-,-,7,7,4623,-
-,-,-,-,-,-,-,10,10,524,r
-,-,7s,3s,8s,Kh,-,7,1,379,-
-,-,-,-,-,-,-,10,2,62,B
4h,2h,7s,3s,8s,Kh,-,7,2,4692,k
-,-,-,-,-,-,-,10,3,455,f
-,-,7s,3s,8s,Kh,-,7,3,1267,-
-,-,-,-,-,-,-,10,4,192,f
5d,Jd,7s,3s,8s,Kh,-,7,4,1245,k
-,-,-,-,-,-,-,10,5,38,f
-,-,7s,3s,8s,Kh,-,7,5,551,-
-,-,-,-,-,-,-,10,6,1246,f
Jh,5h,7s,3s,8s,Kh,-,7,6,80,k
-,-,-,-,-,-,-,10,7,13,c
-,-,7s,3s,8s,Kh,-,7,7,4623,-
-,-,-,-,-,-,-,10,8,233,f
-,-,7s,3s,8s,Kh,9h,7,1,379,-
Jh,Ah,-,-,-,-,-,10,9,14,c
4h,2h,7s,3s,8s,Kh,9h,7,2,4692,k
Qh,Th,-,-,-,-,-,10,1,10,c
-,-,7s,3s,8s,Kh,9h,7,3,1267,-
-,-,-,-,-,-,-,10,2,62,f
5d,Jd,7s,3s,8s,Kh,9h,7,4,1245,k
-,-,-,-,-,-,-,10,7,13,c
-,-,7s,3s,8s,Kh,9h,7,5,551,-
Jh,Ah,-,-,-,-,-,10,9,14,c
Jh,5h,7s,3s,8s,Kh,9h,7,6,80,k
-,-,7s,3s,8s,Kh,9h,7,7,4623,-
Qh,Th,Qc,Ks,Td,-,-,10,1,1,k
-,-,-,-,-,-,-,7,1,6032,B
8h,Th,-,-,-,-,-,7,2,1630,B
-,-,Qc,Ks,Td,-,-,10,10,60,b
-,-,-,-,-,-,-,7,3,1601,f
-,-,-,-,-,-,-,7,4,708,f
-,-,Qc,Ks,Td,-,-,10,2,7,-
-,-,-,-,-,-,-,7,5,103,f
-,-,-,-,-,-,-,7,6,5944,f
-,-,Qc,Ks,Td,-,-,10,3,52,-
7h,Jh,-,-,-,-,-,7,7,488,c
-,-,-,-,-,-,-,7,1,6032,f
-,-,Qc,Ks,Td,-,-,10,4,22,-
8h,Th,-,-,-,-,-,7,2,1630,k
-,-,7s,As,6s,-,-,7,1,6032,-
-,-,Qc,Ks,Td,-,-,10,5,4,-
8h,Th,7s,As,6s,-,-,7,2,1630,k
-,-,7s,As,6s,-,-,7,3,1601,-
-,-,Qc,Ks,Td,-,-,10,6,143,-
-,-,7s,As,6s,-,-,7,4,708,-
-,-,7s,As,6s,-,-,7,5,103,-
-,-,Qc,Ks,Td,-,-,10,7,1,k
-,-,7s,As,6s,-,-,7,6,5944,-
7h,Jh,7s,As,6s,-,-,7,7,488,k
-,-,Qc,Ks,Td,-,-,10,8,26,-
-,-,7s,As,6s,Qd,-,7,1,6032,-
8h,Th,7s,As,6s,Qd,-,7,2,1630,k
Jh,Ah,Qc,Ks,Td,-,-,10,9,1,k
-,-,7s,As,6s,Qd,-,7,3,1601,-
-,-,7s,As,6s,Qd,-,7,4,708,-
Qh,Th,Qc,Ks,Td,-,-,10,1,1,r
-,-,7s,As,6s,Qd,-,7,5,103,-
-,-,7s,As,6s,Qd,-,7,6,5944,-
-,-,Qc,Ks,Td,-,-,10,10,60,f
7h,Jh,7s,As,6s,Qd,-,7,7,488,k
-,-,Qc,Ks,Td,-,-,10,7,1,c
-,-,7s,As,6s,Qd,4s,7,1,6032,-
Jh,Ah,Qc,Ks,Td,-,-,10,9,1,c
8h,Th,7s,As,6s,Qd,4s,7,2,1630,k
-,-,7s,As,6s,Qd,4s,7,3,1601,-
Qh,Th,Qc,Ks,Td,3h,-,10,1,0,b
-,-,7s,As,6s,Qd,4s,7,4,708,-
-,-,7s,As,6s,Qd,4s,7,5,103,-
-,-,Qc,Ks,Td,3h,-,10,10,21,-
-,-,7s,As,6s,Qd,4s,7,6,5944,-
7h,Jh,7s,As,6s,Qd,4s,7,7,488,k
-,-,Qc,Ks,Td,3h,-,10,2,2,-
-,-,-,-,-,-,-,7,1,242,B
-,-,-,-,-,-,-,7,2,238,B
-,-,Qc,Ks,Td,3h,-,10,3,18,-
Ah,5d,-,-,-,-,-,7,3,105,c
-,-,-,-,-,-,-,7,4,15,f
-,-,Qc,Ks,Td,3h,-,10,4,7,-
-,-,-,-,-,-,-,7,5,885,f
Ac,Kh,-,-,-,-,-,7,6,72,r
-,-,Qc,Ks,Td,3h,-,10,5,1,-
-,-,-,-,-,-,-,7,7,898,c
-,-,-,-,-,-,-,7,1,242,c
-,-,Qc,Ks,Td,3h,-,10,6,50,-
-,-,-,-,-,-,-,7,2,238,c
-,-,Qc,Ks,Td,3h,-,10,7,0,f
Ah,5d,-,-,-,-,-,7,3,105,c
-,-,Qc,Ks,Td,3h,-,10,8,9,-
-,-,Qs,As,6h,-,-,7,1,83,k
Jh,Ah,Qc,Ks,Td,3h,-,10,9,0,c
-,-,Qs,As,6h,-,-,7,2,81,k
Qh,Th,Qc,Ks,Td,3h,-,10,1,0,A
Ah,5d,Qs,As,6h,-,-,7,3,36,k
Qh,Th,Qc,Ks,Td,3h,Js,10,1,0,-
-,-,Qs,As,6h,-,-,7,4,5,-
-,-,Qc,Ks,Td,3h,Js,10,10,21,-
-,-,Qs,As,6h,-,-,7,5,303,-
-,-,Qc,Ks,Td,3h,Js,10,2,2,-
Ac,Kh,Qs,As,6h,-,-,7,6,24,b
-,-,Qc,Ks,Td,3h,Js,10,3,18,-
-,-,Qs,As,6h,-,-,7,7,308,f
-,-,Qc,Ks,Td,3h,Js,10,4,7,-
-,-,Qs,As,6h,-,-,7,1,83,f
-,-,Qc,Ks,Td,3h,Js,10,5,1,-
-,-,Qs,As,6h,-,-,7,2,81,f
-,-,Qc,Ks,Td,3h,Js,10,6,50,-
Ah,5d,Qs,As,6h,-,-,7,3,36,c
-,-,Qc,Ks,Td,3h,Js,10,7,0,-
-,-,Qs,As,6h,5s,-,7,1,83,-
